,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
381,Bamako;Niger_River;Atlantic_Ocean;Earth;Sun,Bamako,Sun,4,3,1,"[0.09397576995675383, 0.057087360209293864, 0.11745943188759822, 0.3696471419696379]","[0.0037782670032705475, 0.01114145445069553, 0.05523533222914737, 0.3696471419696379, 0.9999999999999991]","[False, True, True]","[True, True, True, True]",False,True
8611,Portuguese_language;Portugal;Europe;Earth;Universe,Portuguese_language,Universe,4,3,1,"[0.4050917298882263, 0.15958227039564077, 0.08556400889779398, 0.0734355421366293]","[0.013692798067717574, 0.018266714318532863, 0.023927460255274178, 0.0734355421366293, 1.000000000000002]","[False, False, False]","[True, True, True, True]",False,True
604,Batman;Scotland;Agriculture;Botany;Wood,Batman,Wood,4,3,1,"[0.00982469648640849, 0.03521380311590698, 0.18792750246471257, 0.0412305382456661]","[0.007004201505419259, 0.013353649448705495, 0.0355263652021014, 0.0412305382456661, 1.0000000000000022]","[True, True, False]","[True, True, True, True]",False,True
8337,Slovenia;NATO;United_States;President_of_the_United_States;William_McKinley,Slovenia,William_McKinley,4,3,1,"[0.15126195585397326, 0.1461299246100349, 0.3235514638662403, 0.15690332595397496]","[0.009107930856157733, 0.018988366535057283, 0.08241828148837466, 0.15690332595397496, 1.0000000000000004]","[False, True, False]","[True, True, True, True]",False,True
193,Antlion;Scientific_classification;Human;Music;Hip_hop_music,Antlion,Hip_hop_music,4,3,1,"[0.023404969302682738, 0.1375068143422942, 0.09127074008862189, 0.17150695259835044]","[0.0037621846982354933, 0.014372294276229774, 0.03681386322112114, 0.17150695259835044, 0.9999999999999987]","[True, False, True]","[True, True, True, True]",False,True
2679,Zinc_chloride;Textile;Cotton;American_Civil_War;Mississippi_River,Zinc_chloride,Mississippi_River,4,3,1,"[0.02046971057813008, 0.10659269302639793, 0.08956644745074141, 0.12838940707427823]","[0.0041486283704850226, 0.005352652553402528, 0.010180515651969906, 0.12838940707427823, 1.0000000000000007]","[True, False, True]","[True, True, True, True]",False,True
6001,Plate_tectonics;Ireland;European_Union;Currency;Stock,Plate_tectonics,Stock,4,3,1,"[0.03385570495990686, 0.11769190377270405, 0.05780433806358805, 0.09336622745979142]","[0.009798659915568097, 0.016367677681557592, 0.031189492244198147, 0.09336622745979142, 1.0000000000000007]","[True, False, True]","[True, True, True, True]",False,True
2991,Ocean;Seawater;Potassium;List_of_elements_by_name;Molybdenum,Ocean,Molybdenum,4,3,1,"[0.2769293704371729, 0.09727101959272788, 0.09996725696021727, 0.09609884958349908]","[0.011247931342707101, 0.021817265060636956, 0.0462140990117983, 0.09609884958349908, 1.0000000000000002]","[False, True, False]","[True, True, True, True]",False,True
4580,Brain;Animal;Reptile;Dinosaur;Velociraptor,Brain,Velociraptor,4,3,1,"[0.054012050504966345, 0.09330045546583625, 0.14336051013754525, 0.17388064767782488]","[0.012144290318813289, 0.026721681722198482, 0.041011924698746906, 0.17388064767782488, 0.9999999999999996]","[True, True, True]","[True, True, True, True]",True,True
4609,Brain;Eye;Human;Communication;Telephone,Brain,Telephone,4,3,1,"[0.15615342602174184, 0.11003338742623375, 0.11913196655893389, 0.06632914254902358]","[0.01987493081672035, 0.02684887143886786, 0.02916966508991262, 0.06632914254902358, 1.0000000000000009]","[False, True, False]","[True, True, True, True]",False,True
3473,Pluto;England;Culture;Art;Fine_art,Pluto,Fine_art,4,3,1,"[0.016445068415427838, 0.09318770266113367, 0.13665402655921385, 0.5191722023144939]","[0.005224306357348362, 0.03440732000892671, 0.06213039118261884, 0.5191722023144939, 0.9999999999999983]","[True, True, True]","[True, True, True, True]",True,True
2260,Roman_Empire;Spain;Soviet_Union;World_War_II;Blitzkrieg,Roman_Empire,Blitzkrieg,4,3,1,"[0.13513501672051706, 0.11055688579614818, 0.3528750412569598, 0.391040609172605]","[0.05354961724202733, 0.08291050931686691, 0.10418162447236864, 0.391040609172605, 1.000000000000001]","[False, True, True]","[True, True, True, True]",False,True
4410,Tyrannosaurus;North_America;United_States;History_of_slavery;Atlantic_slave_trade,Tyrannosaurus,Atlantic_slave_trade,4,3,1,"[0.022671822100211583, 0.3308730019703287, 0.1547157375135134, 0.6897510864802789]","[0.017947881894339685, 0.11332003964538316, 0.18809472823086174, 0.6897510864802789, 1.0000000000000022]","[True, False, True]","[True, True, True, True]",False,True
4715,Brain;Computer_science;Information;Mass_media;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.14178492254687064, 0.1122598467520115]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.1122598467520115, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
3341,Frankenstein;England;United_Kingdom;Canada;Hudson_Bay,Frankenstein,Hudson_Bay,4,3,1,"[0.03482981015142307, 0.5659328445737464, 0.19820719235402356, 0.15053201999102836]","[0.009888536959796634, 0.027919426262547533, 0.035172901230072044, 0.15053201999102836, 0.999999999999999]","[True, False, False]","[True, True, True, True]",False,True
5545,Deity;Earth;Europe;Germany;Hamburg,Deity,Hamburg,4,3,1,"[0.04859523318892097, 0.08556400889779398, 0.28022349835787147, 0.18933472172774712]","[0.009769276555752097, 0.018769636510660825, 0.04929646223309607, 0.18933472172774712, 0.9999999999999957]","[True, True, False]","[True, True, True, True]",False,True
8486,Harvest;Agriculture;Egypt;Africa;Senegal,Harvest,Senegal,4,3,1,"[0.21757213727856686, 0.07348782216594688, 0.17927428689388406, 0.1364733416987346]","[0.007812496297142339, 0.016149068074556096, 0.052340312167237724, 0.1364733416987346, 0.9999999999999977]","[False, True, False]","[True, True, True, True]",False,True
8904,Platypus;Australia;Liberal_democracy;Socialism;Karl_Marx,Platypus,Karl_Marx,4,3,1,"[0.09250506711883019, 0.09106551855274046, 0.13173531407282907, 0.2466962635457327]","[0.011396646470684866, 0.030224314351106216, 0.05809537360109044, 0.2466962635457327, 1.0000000000000002]","[False, True, True]","[True, True, True, True]",False,True
6101,Romania;European_Union;United_Kingdom;Scotland;Edinburgh,Romania,Edinburgh,4,3,1,"[0.1683156359323011, 0.1890352051979586, 0.49389208200427753, 0.3323042283369821]","[0.033398646739040826, 0.04561135313425947, 0.19182198902026934, 0.3323042283369821, 1.000000000000001]","[True, True, False]","[True, True, True, True]",False,True
3710,Pearl;Philippines;English_language;Canada;Canadian_English,Pearl,Canadian_English,4,3,1,"[0.028705136528324154, 0.09361774739325704, 0.12595461479919226, 0.5288085515020217]","[0.009928705762000993, 0.05567944106957223, 0.3240060294589259, 0.5288085515020217, 1.0000000000000013]","[True, True, True]","[True, True, True, True]",True,True
11584,Angelica;Iceland;Atlantic_Ocean;United_States;Florida,Angelica,Florida,4,3,1,"[0.008771698728294527, 0.16715694687526264, 0.1937470081230291, 0.1785370604874202]","[0.0015815487356531611, 0.05346461683441208, 0.11638316095449784, 0.1785370604874202, 1.0000000000000016]","[True, True, False]","[True, True, True, True]",False,True
12095,Bluegrass_music;World_War_II;United_States;Iraq;Tigris,Bluegrass_music,Tigris,4,3,1,"[0.014126681470115312, 0.24978762959933554, 0.1602030414962463, 0.2678533142863971]","[0.003886183269683329, 0.02189907193014709, 0.04082666437291993, 0.2678533142863971, 1.0000000000000002]","[True, False, True]","[True, True, True, True]",False,True
5563,Virgil;Medicine;Engineering;Steam_engine;Heat,Virgil,Heat,4,3,1,"[0.015079148751802924, 0.11436062727861937, 0.07614455646705136, 0.11340855212180885]","[0.007052145206276926, 0.027453627766049274, 0.034472298508485405, 0.11340855212180885, 0.9999999999999986]","[True, False, True]","[True, True, True, True]",False,True
6429,Rail_transport_in_India;British_East_India_Company;Industrial_Revolution;Trade_union;Guild,Rail_transport_in_India,Guild,4,3,1,"[0.1320998071236283, 0.08380081391050945, 0.16658171521629825, 0.18527219511043821]","[0.027525842219634417, 0.06382191120558513, 0.07334373527226389, 0.18527219511043821, 1.0000000000000013]","[False, True, True]","[True, True, True, True]",False,True
8677,Theatre_in_the_round;United_Kingdom;Europe;Africa;Madagascar,Theatre_in_the_round,Madagascar,4,3,1,"[0.045189826546628474, 0.2417890222080024, 0.20733258691597292, 0.20239240268039185]","[0.011396818263389967, 0.09901045853026935, 0.09996212311399032, 0.20239240268039185, 1.0000000000000007]","[True, False, False]","[True, True, True, True]",False,True
2088,Novel;France;Napoleon_I_of_France;Napoleonic_Wars;Battle_of_Austerlitz,Novel,Battle_of_Austerlitz,4,3,1,"[0.08594621615071597, 0.24681194255571753, 0.7442876777011974, 0.6262262970492383]","[0.05859829364797377, 0.19971852021358416, 0.5091570902503915, 0.6262262970492383, 1.000000000000001]","[True, True, False]","[True, True, True, True]",False,True
8655,Serbia;Ottoman_Empire;Middle_East;Qatar;Al_Jazeera,Serbia,Al_Jazeera,4,3,1,"[0.15248491345917678, 0.13512397495096704, 0.20268722168645015, 0.1916375338031064]","[0.011281190827006033, 0.016956696491598675, 0.08993806766791249, 0.1916375338031064, 0.9999999999999987]","[False, True, False]","[True, True, True, True]",False,True
6032,Mount_Nyiragongo;Volcano;Sulfur;Periodic_table;Metal,Mount_Nyiragongo,Metal,4,3,1,"[0.41281464043832095, 0.10091761382649889, 0.0680873739035929, 0.3204907873834579]","[0.0077380323700344264, 0.025118909646953607, 0.05868430573126365, 0.3204907873834579, 1.000000000000001]","[False, False, True]","[True, True, True, True]",False,True
2414,The_Bahamas;United_States;Middle_East;Jordan;Dead_Sea,The_Bahamas,Dead_Sea,4,3,1,"[0.18549792118749855, 0.15092532280258622, 0.20309011217235678, 0.20701225537772291]","[0.029821963327115283, 0.058233535279452006, 0.07318281343053963, 0.20701225537772291, 1.0000000000000002]","[False, True, True]","[True, True, True, True]",False,True
3760,Lung_cancer;Brain;Computer_science;Mathematics;Differential_equation,Lung_cancer,Differential_equation,4,3,1,"[0.03281202273254537, 0.04916586828560618, 0.22923957168989784, 0.13951763134588052]","[0.006703782283604903, 0.017818921942278392, 0.05943959935080029, 0.13951763134588052, 1.0000000000000024]","[True, True, False]","[True, True, True, True]",False,True
6247,Currency;Euro;Germany;Berlin;Berlin_Wall,Currency,Berlin_Wall,4,3,1,"[0.3817943243902088, 0.14547977227409026, 0.2918683988550149, 0.5943799050238318]","[0.03193107232329143, 0.036195784398124764, 0.33749530081796697, 0.5943799050238318, 1.000000000000003]","[False, True, True]","[True, True, True, True]",False,True
7597,Buddha;India;British_East_India_Company;London;Buckingham_Palace,Buddha,Buckingham_Palace,4,3,1,"[0.03416202314808223, 0.3441818585650441, 0.08205323078481967, 0.09330969219382931]","[0.006605604593115707, 0.030901619629389067, 0.052730706297153845, 0.09330969219382931, 1.0000000000000007]","[True, False, True]","[True, True, True, True]",False,True
1095,Climate_change;United_Nations;United_Kingdom;World_War_I;Poison_gas_in_World_War_I,Climate_change,Poison_gas_in_World_War_I,4,3,1,"[0.05249798644638274, 0.1883090681413354, 0.15831912905104956, 0.266681290097758]","[0.038811374931996365, 0.04785029964837327, 0.06335558563856121, 0.266681290097758, 1.0000000000000009]","[True, False, True]","[True, True, True, True]",False,True
4163,Asteroid;Dinosaur;Scotland;Middle_Ages;Viking,Asteroid,Viking,4,3,1,"[0.049941986364729456, 0.022626433453310654, 0.08299407243197836, 0.11581523627473182]","[0.012289411951835442, 0.019204776648933823, 0.08693189499519567, 0.11581523627473182, 1.0000000000000009]","[False, True, True]","[True, True, True, True]",False,True
9981,Cheese;United_States;Mining;Mineral;Talc,Cheese,Talc,4,3,1,"[0.04420581488355898, 0.08097582319077756, 0.11929883801124269, 0.13401548875312178]","[0.006882738351078899, 0.015180590174205278, 0.019673263819956464, 0.13401548875312178, 1.0000000000000013]","[True, True, True]","[True, True, True, True]",True,True
10657,Hawk;Bird_of_prey;Bird;Woodpecker;Great_Spotted_Woodpecker,Hawk,Great_Spotted_Woodpecker,4,3,1,"[0.1684691178285687, 0.3276550872176826, 0.014400495890897414, 0.4916312441024579]","[0.023773379128359657, 0.05268214612675518, 0.08353443147258388, 0.4916312441024579, 0.999999999999999]","[True, False, True]","[True, True, True, True]",False,True
8768,13th_century;Asia;India;Indus_Valley_Civilization;Lothal,13th_century,Lothal,4,3,1,"[0.07982174924141679, 0.2561340571197051, 0.15707928325382672, 0.310694203588621]","[0.00816525378137022, 0.04239509125433081, 0.06037074796270544, 0.310694203588621, 1.0]","[True, False, True]","[True, True, True, True]",False,True
9456,Binoculars;World_War_II;Soviet_Union;Moscow;Onion_dome,Binoculars,Onion_dome,4,3,1,"[0.02271491849225416, 0.3528750412569598, 0.16678695965520396, 0.09576405455473828]","[0.009194989608790307, 0.013861162755489102, 0.03541503666760889, 0.09576405455473828, 0.9999999999999984]","[True, False, False]","[True, True, True, True]",False,True
9903,Oman;Royal_Dutch_Shell;United_Kingdom;Tennis;Real_tennis,Oman,Real_tennis,4,3,1,"[0.08311458963827426, 0.07951365300866323, 0.08619968696868491, 0.5008980468787934]","[0.007600412354194654, 0.011306285979174848, 0.10116358799162045, 0.5008980468787934, 1.0000000000000004]","[False, True, True]","[True, True, True, True]",False,True
10270,Bank_of_China_%28Hong_Kong%29;People%27s_Republic_of_China;China;River;Nile,Bank of China (Hong Kong),Nile,4,3,1,"[0.24993853014766318, 0.6813834030398858, 0.07340888932857008, 0.18774162560976004]","[0.006361764706671793, 0.024803659249169913, 0.025623971808685694, 0.18774162560976004, 1.0]","[True, False, True]","[True, True, True, True]",False,True
7419,Potassium_nitrate;Nitrogen;Water;Ocean;Pacific_Ocean,Potassium_nitrate,Pacific_Ocean,4,3,1,"[0.1799114211483996, 0.0886312267546897, 0.15070175551566606, 0.29943422728192376]","[0.005290048601738983, 0.013638523001024637, 0.06643941719695959, 0.29943422728192376, 1.0000000000000007]","[False, True, True]","[True, True, True, True]",False,True
9355,Lance_Armstrong;France;Roman_Catholic_Church;Pope_Benedict_XVI;Pope_John_Paul_II,Lance_Armstrong,Pope_John_Paul_II,4,3,1,"[0.11697653037646859, 0.054226241307275595, 0.33874139507599044, 0.5729274800157376]","[0.02595502424966956, 0.05009256535847807, 0.3408728649855518, 0.5729274800157376, 0.9999999999999998]","[False, True, True]","[True, True, True, True]",False,True
6459,Mineral;Diamond;Europe;Christianity;John_Calvin,Mineral,John_Calvin,4,3,1,"[0.09637232858457487, 0.020532464555643296, 0.09891701719850587, 0.09459833137695246]","[0.00426064838579554, 0.005825610539247838, 0.024259161886447687, 0.09459833137695246, 1.0000000000000002]","[False, True, False]","[True, True, True, True]",False,True
11025,Gallium;France;Italy;Dante_Alighieri;Thomas_Aquinas,Gallium,Thomas_Aquinas,4,3,1,"[0.019757400298218365, 0.26378908324119754, 0.07650451721941892, 0.0538849728605319]","[0.0054980204726778085, 0.02312985281816878, 0.042157414145135706, 0.0538849728605319, 1.0000000000000016]","[True, False, False]","[True, True, True, True]",False,True
10676,Dysprosium;Mineral;Diamond;Africa;African_Union,Dysprosium,African_Union,4,3,1,"[0.04840260293001581, 0.09637232858457487, 0.028591288514076565, 0.4551435129324485]","[0.0049837104967080225, 0.006949018866978501, 0.008819945918274558, 0.4551435129324485, 1.0000000000000013]","[True, False, True]","[True, True, True, True]",False,True
11533,Alpaca;England;Ireland;Dublin;Abbey_Theatre,Alpaca,Abbey_Theatre,4,3,1,"[0.02235738556611988, 0.19644738367355358, 0.3799183008462137, 0.16060594509591092]","[0.005674129653172995, 0.05548942959999502, 0.1467870883595464, 0.16060594509591092, 1.0000000000000027]","[True, True, False]","[True, True, True, True]",False,True
11551,Analytical_Marxism;Game_theory;Applied_mathematics;Mathematics;Algebra,Analytical_Marxism,Algebra,4,3,1,"[0.10072680332506323, 0.08187286178344466, 0.7129208476078875, 0.1653146167399044]","[0.021814534614884747, 0.041188162508888425, 0.09642305251272996, 0.1653146167399044, 1.0000000000000022]","[False, True, False]","[True, True, True, True]",False,True
11114,Distilled_beverage;Middle_East;Turkey;Cyprus;Trojan_War,Distilled_beverage,Trojan_War,4,3,1,"[0.03796067022874117, 0.1963218682018294, 0.40068172319888307, 0.04600003878757715]","[0.015455641247208628, 0.019848076897813743, 0.03740491283987353, 0.04600003878757715, 0.999999999999999]","[True, True, False]","[True, True, True, True]",False,True
10873,Albania;Time_zone;Earth;Solar_System;Milky_Way,Albania,Milky_Way,4,3,1,"[0.03762489098915786, 0.08062927525852513, 0.3319328545283022, 0.17404144716994094]","[0.014163205359340313, 0.03165553599239916, 0.08920616944675454, 0.17404144716994094, 0.9999999999999998]","[True, True, False]","[True, True, True, True]",False,True
5998,Big_Bang;Science;Technology;Computer;GNOME,Big_Bang,GNOME,4,3,1,"[0.07828326368383014, 0.19928980854498438, 0.10778705423921779, 0.06909211725214935]","[0.007097027289344964, 0.019688761649679237, 0.03800511405139785, 0.06909211725214935, 0.9999999999999992]","[True, False, False]","[True, True, True, True]",False,True
2999,Coconut;Mediterranean_Sea;Ocean;Weather;Cloud,Coconut,Cloud,4,3,1,"[0.01784870937072406, 0.14731281469294402, 0.0842418955979379, 0.12154370264962094]","[0.014820782681404021, 0.01724991389073392, 0.04761753364157999, 0.12154370264962094, 0.999999999999999]","[True, False, True]","[True, True, True, True]",False,True
4719,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
6485,Anarchism;Noam_Chomsky;University_of_Cambridge;Mathematics;Applied_mathematics,Anarchism,Applied_mathematics,4,3,1,"[0.057750314435858784, 0.0736233675433728, 0.08543386483486545, 0.7129208476078875]","[0.016261746427095575, 0.03387691277850166, 0.09134735225206372, 0.7129208476078875, 0.9999999999999982]","[True, True, True]","[True, True, True, True]",True,True
10356,Jupiter;Ammonia;Nitrogen;Periodic_table;Ununtrium,Jupiter,Ununtrium,4,3,1,"[0.05460967023970805, 0.2509805342903948, 0.0702607485710457, 0.24771138836714676]","[0.012606056619656646, 0.017474039698256606, 0.033826658758271996, 0.24771138836714676, 1.0000000000000002]","[True, False, True]","[True, True, True, True]",False,True
1408,Feather;Greek_mythology;12th_century;Time;Number,Feather,Number,4,3,1,"[0.018794302236028557, 0.06303272227269636, 0.041243581578319706, 0.07021234376661346]","[0.011518933268857539, 0.042503740795522674, 0.06084791237002571, 0.07021234376661346, 1.0000000000000007]","[True, False, True]","[True, True, True, True]",False,True
6488,Liberalism;Poverty;AIDS;Africa;Botswana,Liberalism,Botswana,4,3,1,"[0.11556026226909184, 0.09706438338742741, 0.07603629687661742, 0.1762959994533083]","[0.041949629027792486, 0.06517842227114967, 0.07216118432534814, 0.1762959994533083, 0.9999999999999999]","[False, False, True]","[True, True, True, True]",False,True
913,Calculus;Europe;United_Kingdom;The_Beatles;Paul_McCartney,Calculus,Paul_McCartney,4,3,1,"[0.025949198172831665, 0.2417890222080024, 0.11260174569806237, 0.4948988225307673]","[0.004978777974548314, 0.011685865905025046, 0.03974126671983206, 0.4948988225307673, 0.9999999999999992]","[True, False, True]","[True, True, True, True]",False,True
4537,Western_Roman_Empire;Italy;United_States;Basketball;Harlem_Globetrotters,Western_Roman_Empire,Harlem_Globetrotters,4,3,1,"[0.14653919779486868, 0.19233873259820441, 0.0790193760789134, 0.16984055300220213]","[0.008430778971667248, 0.01601560296811148, 0.03767451128418273, 0.16984055300220213, 0.9999999999999988]","[True, False, True]","[True, True, True, True]",False,True
10077,Curium;Californium;Water;Agriculture;Vegetable,Curium,Vegetable,4,3,1,"[0.28718263656398246, 0.029182606865844465, 0.07252480328414994, 0.10019532963684202]","[0.0044521438173147476, 0.004766660560029777, 0.043540180126728584, 0.10019532963684202, 0.9999999999999992]","[False, True, True]","[True, True, True, True]",False,True
4871,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
3974,Asteroid;Sun;Stonehenge;Ireland;Viking,Asteroid,Viking,4,3,1,"[0.11993167092839359, 0.05107237907429465, 0.04144088420208753, 0.12347492510241782]","[0.012289411951835442, 0.013700282586267822, 0.03248232767722303, 0.12347492510241782, 1.0000000000000009]","[False, False, True]","[True, True, True, True]",False,True
5183,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
6390,Theropoda;Dinosaur;Bird;House_Sparrow;Sparrow,Theropoda,Sparrow,4,3,1,"[0.3648679715450215, 0.2599832291671086, 0.18591897561358905, 0.579519859264562]","[0.009380852385772223, 0.012275989244970337, 0.04791042157513019, 0.579519859264562, 0.999999999999998]","[False, False, True]","[True, True, True, True]",False,True
4333,Fruit;Evolution;Creation-evolution_controversy;Bible;Jesus,Fruit,Jesus,4,3,1,"[0.024995870255384037, 0.2841042766756666, 0.05397633753463547, 0.15460387135451195]","[0.00441431919591975, 0.023638819069982563, 0.034881439961044355, 0.15460387135451195, 0.9999999999999987]","[True, False, True]","[True, True, True, True]",False,True
10575,Uzbekistan;Afghanistan;September_11%2C_2001_attacks;George_W._Bush;George_H._W._Bush,Uzbekistan,George_H._W._Bush,4,3,1,"[0.12924788332596726, 0.09715270665591201, 0.15674831025923833, 0.8496114841916171]","[0.02829839723500796, 0.043790300202580026, 0.09538238719858529, 0.8496114841916171, 0.9999999999999968]","[False, True, True]","[True, True, True, True]",False,True
6948,Pyramid;Mexico_City;Aztec;Maize;Bean,Pyramid,Bean,4,3,1,"[0.03531183748653453, 0.2344055733299781, 0.03645783471403463, 0.024610754375853486]","[0.004724199613703206, 0.004926908232687216, 0.014012249535195894, 0.024610754375853486, 1.0000000000000024]","[True, False, False]","[True, True, True, True]",False,True
7308,Singapore;Electronics;Computer;Computer_programming;Microsoft,Singapore,Microsoft,4,3,1,"[0.01581714202008597, 0.149020251634912, 0.329411707483881, 0.11644377727965119]","[0.020284824906499917, 0.024373514512590597, 0.11159952306717394, 0.11644377727965119, 1.0000000000000029]","[True, True, False]","[True, True, True, True]",False,True
4994,Brain;Computer_science;Information;Communication;Telephone,Brain,Telephone,4,3,1,"[0.04916586828560618, 0.13408325747160144, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True
6767,Algebra;Ancient_Egypt;Roman_Empire;Hungary;Music_of_Hungary,Algebra,Music_of_Hungary,4,3,1,"[0.0627167070639625, 0.12097399888310484, 0.07653625670321765, 0.4686711925973951]","[0.010875299949645123, 0.023617849804680954, 0.024122807510009926, 0.4686711925973951, 1.0000000000000004]","[True, False, True]","[True, True, True, True]",False,True
1562,Gaza_Strip;European_Union;United_Kingdom;University_of_Cambridge;Stephen_Hawking,Gaza_Strip,Stephen_Hawking,4,3,1,"[0.04011486124706021, 0.1890352051979586, 0.0887467988753303, 0.14401811654710261]","[0.010806952864002137, 0.023528652029601117, 0.049980642197079594, 0.14401811654710261, 0.9999999999999998]","[True, False, True]","[True, True, True, True]",False,True
9200,Isambard_Kingdom_Brunel;England;Winston_Churchill;World_War_II;Battle_of_Stalingrad,Isambard_Kingdom_Brunel,Battle_of_Stalingrad,4,3,1,"[0.0800436626026435, 0.08898838643193147, 0.17399656076827708, 0.5306475493829945]","[0.014948877937251885, 0.035880055574537155, 0.06393910042055849, 0.5306475493829945, 1.0000000000000016]","[True, True, True]","[True, True, True, True]",True,True
843,Bird;Fish;Whale_shark;Shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
4382,Saxophone;Hungary;Austria;Germany;D%C3%BCsseldorf,Saxophone,Düsseldorf,4,3,1,"[0.01140474910634707, 0.19858941500565852, 0.2847827793909848, 0.13583022038793358]","[0.010522883048122085, 0.018442381588655306, 0.03340055827826004, 0.13583022038793358, 1.0000000000000004]","[True, True, False]","[True, True, True, True]",False,True
1921,Maseru;United_Kingdom;Scotland;Scottish_Highlands;Loch_Ness,Maseru,Loch_Ness,4,3,1,"[0.02725091107241656, 0.49389208200427753, 0.23945505948557816, 0.2324684000973886]","[0.004431339174584857, 0.05131903152905913, 0.0821489185971046, 0.2324684000973886, 0.9999999999999981]","[True, False, False]","[True, True, True, True]",False,True
11623,Antarctic_krill;Japan;Culture;Folk_music;Guitar,Antarctic_krill,Guitar,4,3,1,"[0.027284513096981038, 0.10521167603664282, 0.1020226620032103, 0.05701804095027118]","[0.016869485985703828, 0.018072936538224938, 0.02181421944147711, 0.05701804095027118, 1.0000000000000024]","[True, False, False]","[True, True, True, True]",False,True
1036,Chemical_element;Russia;United_States;Agriculture;Cotton,Chemical_element,Cotton,4,3,1,"[0.029445166734987753, 0.24756651162775425, 0.09694064671455109, 0.09557256311365876]","[0.010469586107262792, 0.025908608612229954, 0.05951187605229109, 0.09557256311365876, 0.9999999999999991]","[True, False, False]","[True, True, True, True]",False,True
298,Atlantic_slave_trade;Sugar;Soil;Nitrogen;Nitrogen_fixation,Atlantic_slave_trade,Nitrogen_fixation,4,3,1,"[0.14467331819708493, 0.022840822216104076, 0.06515344032802209, 0.6075382490133524]","[0.006394218171513237, 0.01223879051840747, 0.022000567424409905, 0.6075382490133524, 0.9999999999999984]","[False, True, True]","[True, True, True, True]",False,True
10172,Sardar_Vallabhbhai_Patel;India;United_Kingdom;Rugby_football;American_football,Sardar_Vallabhbhai_Patel,American_football,4,3,1,"[0.14557423547039852, 0.15125540141972968, 0.136089386523934, 0.38338297769687096]","[0.00853210372401531, 0.024414167452888096, 0.08451717476463658, 0.38338297769687096, 1.0000000000000024]","[True, False, True]","[True, True, True, True]",False,True
11783,Autism;United_Kingdom;Scotland;Elizabeth_II_of_the_United_Kingdom;Mary_I_of_Scotland,Autism,Mary_I_of_Scotland,4,3,1,"[0.023159824801405635, 0.49389208200427753, 0.18716632012467857, 0.3344765382173608]","[0.010000342405152192, 0.1321213114138003, 0.20637495552520943, 0.3344765382173608, 1.0000000000000002]","[True, False, True]","[True, True, True, True]",False,True
5221,Stage_%28theatre%29;Italian_Renaissance;Science;Physics;Energy,Stage (theatre),Energy,4,3,1,"[0.03296661335024523, 0.06604748029160805, 0.2001297939734238, 0.20801000454296567]","[0.007985143340948467, 0.01839697810201026, 0.06571320053500851, 0.20801000454296567, 0.9999999999999991]","[True, True, True]","[True, True, True, True]",True,True
7103,Egyptian_pyramids;Archaeology;Science;Tobacco_smoking;Asthma,Egyptian_pyramids,Asthma,4,3,1,"[0.042664688022834636, 0.10684676572853222, 0.046017898351081256, 0.07478850608312979]","[0.0029075439314558238, 0.01851196861298081, 0.025321812456229987, 0.07478850608312979, 0.9999999999999999]","[True, False, True]","[True, True, True, True]",False,True
841,Bird;Fish;Whale_shark;Shark;Great_white_shark,Bird,Great_white_shark,4,3,1,"[0.05903193001364046, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.039147625093416544, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, True, True]","[True, True, True, True]",True,True
