path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom
aristotle;government;democracy;united states;president of the united states;james monroe,aristotle,james monroe,5,4,1,1,0,1,1,3,6,"[0.03638927979651288, 0.2769124586508011, 0.16732170862500673, 0.3235514638662403, 0.20187859608089465]","[0.00925015374681955, 0.029987817501401164, 0.04634856511341672, 0.12169290918743639, 0.20187859608089465, 1.000000000000002]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-491.4,632.5352164109125,-1593.0,-455.0,-179.0,-163.0,-67.0,4.0,24.0,1071.2820979244138,-1414.0,-365.5,186.0,575.5,1138.0,0,0,1,0,0.06912600502262402,0,0.09899509996451775,1,0.057703614266419755
batholith;california;wine;germany;wolfgang amadeus mozart;joseph haydn,batholith,joseph haydn,5,4,1,0,0,1,2,3,4,"[0.05539950057702877, 0.0832194599602996, 0.06406666667199284, 0.04236650227686185, 0.16401923277640829]","[0.006309964883657832, 0.008409155439425374, 0.006353967590300676, 0.019214918372632155, 0.16401923277640829, 0.9999999999999996]","[True, False, False, True]","[True, False, True, True, True]",False,False,5.0,-281.4,306.7430520810537,-809.0,-257.0,-202.0,-95.0,-44.0,4.0,53.25,553.2060345537336,-714.0,-60.0,160.0,273.25,607.0,0,0,1,0,0.07010943935231617,0,0.06136743992479491,1,0.04840048225782469
weed;dandelion;british isles;atlantic ocean;greek mythology;ancient greece;plato,weed,plato,6,4,1,1,0,1,4,1,4,"[0.14236440838771824, 0.02180067978517008, 0.14294579324589768, 0.02214108948313698, 0.2228840004716669, 0.09236848930045513]","[0.004475215703556215, 0.0072157287205426805, 0.01865934315950048, 0.00923952837365087, 0.10536795197778608, 0.09236848930045513, 1.0000000000000038]","[False, True, False, True, False]","[True, True, False, True, False, True]",False,False,6.0,-162.33333333333334,109.89752802800736,-327.0,-210.25,-166.0,-103.0,-8.0,5.0,-26.2,144.5396139471806,-236.0,-83.0,-23.0,77.0,134.0,0,1,0,0,0.06540493982239272,1,0.04635094203839839,0,0.04838562747907368
celery;doctor who;popular culture;internet;world wide web;history of the internet,celery,history of the internet,5,4,1,2,0,1,1,2,1,"[0.02571521143520056, 0.053462536113938634, 0.0771390619956435, 0.3934715901446399, 0.24161532312290632]","[0.007562845044159914, 0.038541330128856945, 0.055409291156402876, 0.5831164050724263, 0.24161532312290632, 1.0000000000000027]","[True, True, True, False]","[True, True, True, False, True]",False,False,5.0,-74.0,46.40581860068843,-141.0,-97.0,-60.0,-52.0,-20.0,4.0,10.0,62.849025449882674,-44.0,-38.75,-2.5,46.25,89.0,0,0,0,0,0.08311063121527525,0,0.06808539319714826,0,0.05995565191722671
celery;doctor who;popular culture;internet;world wide web;history of the internet,celery,history of the internet,5,4,1,1,1,1,0,3,1,"[0.02571521143520056, 0.053462536113938634, 0.0771390619956435, 0.3934715901446399, 0.24161532312290632]","[0.007562845044159914, 0.038541330128856945, 0.055409291156402876, 0.5831164050724263, 0.24161532312290632, 1.0000000000000027]","[True, True, True, False]","[True, True, True, False, True]",False,False,5.0,-74.0,46.40581860068843,-141.0,-97.0,-60.0,-52.0,-20.0,4.0,10.0,62.849025449882674,-44.0,-38.75,-2.5,46.25,89.0,0,0,1,0,0.08311063121527525,0,0.06808539319714826,1,0.05995565191722671
jupiter (mythology);latin;english language;poetry;edgar allan poe;art;fine art;literature;fiction;novel;pride and prejudice,jupiter (mythology),pride and prejudice,10,4,1,2,1,1,1,6,5,"[0.08397232803876685, 0.29083383891935183, 0.15797863456894465, 0.03361492105564249, 0.03376095349068792, 0.5191722023144939, 0.04914119417761776, 0.266923866039907, 0.19773546077051996, 0.0495278478571737]","[0.0035293017377683415, 0.007851806828311074, 0.014057367043810847, 0.008174973378541521, 0.012288834665607103, 0.011698471447545182, 0.006847642059110129, 0.028280260384754095, 0.011779907165264577, 0.0495278478571737, 1.0]","[True, False, False, True, True, False, True, False, False]","[True, True, False, True, False, False, True, False, True, True]",False,False,10.0,-187.5,194.92405928691537,-625.0,-189.75,-90.5,-73.0,-56.0,9.0,44.0,171.02558288162624,-173.0,-18.0,17.0,86.0,425.0,0,0,1,0,0.021180963301016847,0,0.024509706652021783,1,0.02470756427373042
plymouth;the blitz;luftwaffe;royal air force;cold war;john f. kennedy;space race;apollo 11;moon landing;neil armstrong,plymouth,space suit,9,4,0,1,2,5,1,1,6,"[0.09314065563420491, 0.2494505637636559, 0.20860963572270866, 0.039014738915628774, 0.07742100028801953, 0.11858213732536492, 0.28145102948956013, 0.5935094962423313, 0.40648178536617413]","[0.01947481664782833, 0.035998288467633664, 0.05008672525511651, 0.04427018409278954, 0.0307977773170449, 0.0509781217821504, 0.2261640370022327, 0.5995822316397015, 0.40648178536617413, 0.9999999999999997]","[True, False, False, True, True, True, True, False]","[True, True, False, False, True, True, True, False, True]",False,False,9.0,-71.55555555555556,51.49541511414175,-193.0,-77.0,-64.0,-42.0,-20.0,8.0,1.875,63.31201082168939,-127.0,-10.75,8.5,24.5,96.0,0,0,0,0,0.030006938586394135,0,0.025721885306468403,0,0.02471353695634883
john adams;france;italy;16th century,john adams,war of the league of cambrai,3,4,0,1,0,0,0,3,4,"[0.07169331633562531, 0.26378908324119754, 0.08163253940627897]","[0.023507302966677163, 0.08652120529642439, 0.08163253940627897, 1.0000000000000022]","[True, False]","[True, False, True]",False,False,3.0,-606.6666666666666,386.1739677054026,-979.0,-806.0,-633.0,-420.5,-208.0,2.0,385.5,55.86143571373726,346.0,365.75,385.5,405.25,425.0,0,0,1,0,0.10074262228611303,0,0.17505093981278505,1,0.16408648835783185
swift;france;united kingdom;london;buckingham palace,swift,london sewerage system,4,4,0,1,1,1,2,0,4,"[0.006312457039842919, 0.21402039732604736, 0.25594756589287465, 0.09330969219382931]","[0.004213589316947732, 0.030560177345741284, 0.11320286579693074, 0.09330969219382931, 1.0000000000000007]","[True, True, False]","[True, True, False, True]",False,False,4.0,-725.75,419.5309881284099,-1055.0,-990.5,-861.0,-596.25,-126.0,3.0,281.0,356.9635835768125,-86.0,108.0,302.0,464.5,627.0,0,0,0,0,0.09286124299805151,0,0.08313192595818418,0,0.16357474029680358
juvenile delinquency;united states;agriculture;horse;pony,juvenile delinquency,pony,4,4,1,1,0,2,1,1,1,"[0.06702740173245031, 0.09694064671455109, 0.08178121981643148, 0.287651651396113]","[0.008206811572002044, 0.01200460159393, 0.016789655466354015, 0.287651651396113, 0.9999999999999989]","[True, False, True]","[True, True, True, True]",False,True,4.0,-565.5,691.1808735779658,-1553.0,-788.0,-321.5,-99.0,-66.0,3.0,495.6666666666667,492.0409874526037,44.0,233.5,423.0,721.5,1020.0,0,0,0,0,0.0662295060763076,0,0.11227488071126376,0,0.08161538185247677
juvenile delinquency;united states;agriculture;horse;pony,juvenile delinquency,pony,4,4,1,0,0,2,0,3,1,"[0.06702740173245031, 0.09694064671455109, 0.08178121981643148, 0.287651651396113]","[0.008206811572002044, 0.01200460159393, 0.016789655466354015, 0.287651651396113, 0.9999999999999989]","[True, False, True]","[True, True, True, True]",False,True,4.0,-565.5,691.1808735779658,-1553.0,-788.0,-321.5,-99.0,-66.0,3.0,495.6666666666667,492.0409874526037,44.0,233.5,423.0,721.5,1020.0,0,0,1,0,0.0662295060763076,0,0.11227488071126376,1,0.08161538185247677
katana;world war ii;nuclear weapon;plutonium;list of elements by name;ununhexium,katana,ununhexium,5,4,1,0,1,1,1,3,3,"[0.0716610010464452, 0.1343738010432378, 0.19892235340415818, 0.08392944981170515, 0.17046350813070138]","[0.007585777228793107, 0.01569790785129404, 0.05723847030630632, 0.04652908375235965, 0.17046350813070138, 0.9999999999999994]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-258.6,280.1272924939661,-753.0,-190.0,-159.0,-124.0,-67.0,4.0,157.25,284.53280420131995,-92.0,3.25,79.0,233.0,563.0,0,0,1,0,0.07355743120561571,0,0.07651693919686227,1,0.0826102071052978
metric expansion of space;science;chemistry;water;drinking water,metric expansion of space,absinthe,4,4,0,1,0,1,2,1,4,"[0.06317159390279366, 0.12308299063279333, 0.10212257118317485, 0.5862894282490552]","[0.014279588284969105, 0.026988674226100063, 0.03534834165338547, 0.5862894282490552, 0.9999999999999987]","[True, False, True]","[True, True, True, True]",False,True,4.0,-165.25,50.93378053904893,-238.0,-173.5,-152.0,-143.75,-119.0,3.0,0.0,106.40958603434186,-119.0,-43.0,33.0,59.5,86.0,0,0,0,0,0.10148594816966054,0,0.10969626755739349,0,0.08250287620924701
nuclear weapon;neutron;paris;california,nuclear weapon,diane keaton,3,4,0,0,0,1,0,3,3,"[0.12055393848656157, 0.016531813386274803, 0.05792509706557111]","[0.020802705294739956, 0.009984782079232167, 0.05792509706557111, 1.0000000000000018]","[False, True]","[False, True, True]",False,False,3.0,-279.0,113.07961796893372,-361.0,-343.5,-326.0,-238.0,-150.0,2.0,-105.5,99.7020561473032,-176.0,-140.75,-105.5,-70.25,-35.0,0,0,1,0,0.13516578707527704,0,0.12649208318248956,1,0.1149639581120306
van halen;united states;petroleum;hydrogen;periodic table;thulium,van halen,thulium,5,4,1,1,2,1,1,1,3,"[0.02244761833413552, 0.08598723950848247, 0.09135334677201541, 0.17022968363641197, 0.1423287813806608]","[0.0036577398098260445, 0.018955145972514947, 0.020219211737210297, 0.07629987127159907, 0.1423287813806608, 1.0000000000000013]","[True, True, True, False]","[True, True, True, True, True]",False,True,5.0,-510.0,599.0772070443007,-1557.0,-462.0,-229.0,-164.0,-138.0,4.0,354.75,501.60567181801287,26.0,55.25,149.0,448.5,1095.0,0,0,0,0,0.061221014601088454,0,0.10871583306819371,0,0.11492076762096047
police state;computer and video games;computer;matrix (mathematics);mathematics;set,police state,set,5,4,1,1,1,0,1,3,1,"[0.036405401045306596, 0.1505697059933653, 0.02895138214736864, 0.060657646904401404, 0.16670302720448574]","[0.024028687421535716, 0.019212545057683272, 0.04442298602407856, 0.11245784761111915, 0.16670302720448574, 1.0000000000000013]","[True, False, True, True]","[False, True, True, True, True]",False,False,5.0,-84.0,52.905576265645195,-157.0,-117.0,-73.0,-45.0,-28.0,4.0,-11.25,103.59979086207976,-112.0,-94.75,-8.5,75.0,84.0,0,0,1,0,0.08142763138717769,0,0.0645365020482815,1,0.05700975030139874
oleg of novgorod;kiev;russia;canada;canadian senate,oleg of novgorod,senate of canada,4,4,0,0,2,1,1,1,3,"[0.12460915958948815, 0.09731833299244168, 0.14113342800093623, 0.2489043835115804]","[0.006033722148671448, 0.01391707790294703, 0.038482439276159026, 0.2489043835115804, 1.0000000000000002]","[False, True, True]","[True, True, True, True]",False,True,4.0,-336.0,328.0853547478156,-674.0,-588.5,-316.0,-63.5,-38.0,3.0,-11.333333333333334,568.989748003717,-522.0,-318.0,-114.0,244.0,602.0,0,0,0,0,0.08721883969765373,0,0.03595560458797698,0,0.05701387099111977
roman law;south africa;giraffe;mammal;scientific classification,roman law,aardvark,4,4,0,0,1,0,1,3,3,"[0.033379511159492704, 0.0643841573499102, 0.0631027341657744, 0.1148672868208115]","[0.029430618547947537, 0.04206644379587821, 0.03175957457575098, 0.1148672868208115, 1.000000000000003]","[True, False, True]","[True, False, True, True]",False,False,4.0,-307.25,188.2947600616296,-559.0,-384.25,-276.5,-199.5,-117.0,3.0,-77.66666666666667,271.9454602182823,-332.0,-221.0,-110.0,49.5,209.0,0,0,1,0,0.10385195895288643,0,0.09101892622838952,1,0.09057410813816574
quartz;earth;russian language;russia;mikhail gorbachev;soviet union,quartz,history of post-soviet russia,5,4,0,0,1,1,3,1,5,"[0.02096238836789645, 0.03052265612825081, 0.36897617212705003, 0.22846562782927654, 0.4468911777648671]","[0.004792609361206251, 0.028278287013960877, 0.2095832642194476, 0.4416365731715738, 0.4468911777648671, 1.0000000000000007]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-327.2,168.248922730578,-583.0,-388.0,-281.0,-244.0,-140.0,4.0,-26.75,351.7483712352719,-339.0,-270.75,-105.5,138.5,443.0,0,1,0,0,0.07960014613016066,1,0.0666461044552883,0,0.09056389099123212
ralph nader;prostate cancer;selenium;silicon;germanium;gallium,ralph nader,gallium,5,4,1,0,0,2,1,3,4,"[0.0063873937525643085, 0.05938315045685233, 0.05146274184340935, 0.16569054219709473, 0.1132990743475642]","[0.00261198035082314, 0.008272567462302868, 0.061083218986135494, 0.0613464086078883, 0.1132990743475642, 0.9999999999999992]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-55.0,20.211382931407737,-88.0,-61.0,-43.0,-42.0,-41.0,4.0,0.25,32.42812565248465,-45.0,-12.0,9.5,21.75,27.0,0,0,1,0,0.08223057494101904,0,0.07325995712346005,1,0.05684072150755758
glaciology;greenland;christianity;roman catholic church;pope john paul ii;marcel lefebvre,glaciology,marcel lefebvre,5,4,1,0,2,2,1,1,4,"[0.10554243985273853, 0.018215566882522665, 0.44790303236014606, 0.3408728649855518, 0.19657828768871238]","[0.006264864417646235, 0.010428328920346527, 0.06209025467358446, 0.15028646416933325, 0.19657828768871238, 1.0000000000000002]","[False, True, False, False]","[True, True, True, True, True]",False,True,5.0,-194.2,135.3761426544574,-381.0,-295.0,-114.0,-103.0,-78.0,4.0,-9.0,212.8113405499497,-303.0,-84.0,37.5,112.5,192.0,0,0,0,0,0.07894880331241651,0,0.08777304748356239,0,0.05685258461398009
mcfly (band);england;europe;asia;india;sikkim,mcfly (band),nathu la,5,4,0,0,1,1,1,3,5,"[0.058121227419020656, 0.1743883890099941, 0.2653510571326668, 0.2561340571197051, 0.13337006469156248]","[0.007849378191267159, 0.0384011092531242, 0.03514618046549686, 0.05028815404263639, 0.13337006469156248, 1.0000000000000004]","[True, True, False, False]","[True, False, True, True, True]",False,False,5.0,-643.6,371.76645894970136,-1103.0,-760.0,-746.0,-514.0,-95.0,4.0,166.25,526.5101296904616,-343.0,-259.75,178.5,604.5,651.0,0,0,1,0,0.07436826703999737,0,0.049568713388538896,1,0.1375251652439616
ludwig van beethoven;germany;norway;petroleum,ludwig van beethoven,list of essential oils,3,4,0,1,1,1,0,1,3,"[0.05576268648786515, 0.15614089186541555, 0.08705103262000924]","[0.00876475759202114, 0.061691093162152426, 0.08705103262000924, 1.0]","[True, False]","[True, True, True]",False,True,3.0,-456.0,268.63171815703373,-753.0,-569.0,-385.0,-307.5,-230.0,2.0,261.5,150.61374439273462,155.0,208.25,261.5,314.75,368.0,0,0,0,0,0.108031158489211,0,0.20053700905191207,0,0.13710920442730476
1755 lisbon earthquake;north africa;egypt;asia;china,1755 lisbon earthquake,giant panda,4,4,0,0,1,0,1,3,4,"[0.023621298436446732, 0.24714391357855517, 0.0853368634850408, 0.21435976227652864]","[0.02319141481393016, 0.05460504122202942, 0.07674643372975759, 0.21435976227652864, 1.0000000000000013]","[True, False, True]","[True, True, True, True]",False,True,4.0,-393.0,208.6208682434877,-631.0,-476.5,-409.0,-325.5,-123.0,3.0,-169.33333333333334,123.16384750945926,-270.0,-238.0,-206.0,-119.0,-32.0,0,0,1,0,0.1186582880987192,0,0.11442481805363394,1,0.12091115271538873
lindisfarne gospels;english language;australia;canberra,lindisfarne gospels,"yarralumla, australian capital territory",3,4,0,0,1,1,2,0,2,"[0.042706137504055, 0.10662209512029572, 0.2470348547009831]","[0.007856904557795048, 0.031209373174604493, 0.2470348547009831, 1.000000000000001]","[True, True]","[True, True, True]",True,True,3.0,-464.3333333333333,313.15384930307556,-679.0,-644.0,-609.0,-357.0,-105.0,2.0,252.0,455.3767670841366,-70.0,91.0,252.0,413.0,574.0,0,1,0,0,0.11395102990240812,1,0.07241743411959814,0,0.12082590179258991
york;electrical engineering;engineering;steam engine,york,prr gg1,3,4,0,1,0,0,1,2,2,"[0.028251379394604835, 0.5530395106150571, 0.07614455646705136]","[0.01758319064570637, 0.036729191658223255, 0.07614455646705136, 1.0000000000000007]","[True, False]","[True, True, True]",False,True,3.0,-62.0,45.57411546042336,-114.0,-78.5,-43.0,-36.0,-29.0,2.0,-7.0,110.3086578651014,-85.0,-46.0,-7.0,32.0,71.0,0,0,1,0,0.13364532693225958,0,0.10857254337260347,1,0.08213932031710092
super mario 64;europe;africa;african great lakes;lake malawi,super mario 64,lake malawi,4,4,1,1,2,1,0,1,2,"[0.014099085573146035, 0.20733258691597292, 0.21822922345090393, 0.36891441386268836]","[0.004055659138988413, 0.04027194832816496, 0.07151932354453265, 0.36891441386268836, 1.0000000000000022]","[True, True, True]","[True, True, True, True]",True,True,4.0,-454.75,410.5129920802345,-939.0,-710.25,-427.0,-171.5,-26.0,3.0,304.3333333333333,110.00151514108038,194.0,249.5,305.0,359.5,414.0,0,0,0,0,0.08004778677412154,0,0.09311222535473161,0,0.08214057099517733
old english language;anno domini;rome;europe,old english language,hannibal barca,3,4,0,0,1,0,1,2,2,"[0.03883943586386877, 0.06317505325361138, 0.10135138110065584]","[0.10351236865106422, 0.05058678119481686, 0.10135138110065584, 1.0000000000000004]","[True, True]","[False, True, True]",True,False,3.0,-443.6666666666667,490.85877127065106,-1002.0,-625.5,-249.0,-164.5,-80.0,2.0,-461.0,412.95036021294374,-753.0,-607.0,-461.0,-315.0,-169.0,0,0,1,0,0.16809885752968495,0,0.2144198537771853,1,0.10001715836890301
canola;agriculture;horse;mammal,canola,weasel,3,4,0,3,0,1,0,0,0,"[0.06236693230523165, 0.08178121981643148, 0.05262786579354923]","[0.006277496910547074, 0.02335239461707843, 0.05262786579354923, 0.9999999999999976]","[True, False]","[True, True, True]",False,True,3.0,-206.0,83.5224520712844,-262.0,-254.0,-246.0,-178.0,-110.0,2.0,-8.0,203.64675298172568,-152.0,-80.0,-8.0,64.0,136.0,1,0,0,1,0.13041488181007677,0,0.10470660922636486,0,0.10007499633968844
the last supper (leonardo);italy;renaissance;italian renaissance,the last supper (leonardo),leaning tower of pisa,3,4,0,1,0,0,1,2,2,"[0.03765988369117453, 0.18786102471150523, 0.7452074925231139]","[0.1002012218470276, 0.29230022741589323, 0.7452074925231139, 1.0000000000000024]","[True, True]","[True, True, True]",True,True,3.0,-283.0,257.0350170696592,-570.0,-387.5,-205.0,-139.5,-74.0,2.0,248.0,165.46298679765212,131.0,189.5,248.0,306.5,365.0,0,0,1,0,0.11476216895422514,0,0.1486865479263018,1,0.10122330461384811
platinum;earth;indian ocean;india;european union,platinum,economy of india,4,4,0,1,2,1,0,1,5,"[0.025951708826666017, 0.10987134185681906, 0.3508654911510324, 0.09731989518423645]","[0.015169241602691404, 0.03800903929605768, 0.05144788643636431, 0.09731989518423645, 1.0000000000000009]","[True, True, False]","[True, True, True, True]",False,True,4.0,-387.25,201.6339505142921,-684.0,-416.25,-315.0,-286.0,-235.0,3.0,-8.0,408.33931968400987,-449.0,-190.5,68.0,212.5,357.0,0,0,0,0,0.09428042105177689,0,0.1398874231821187,0,0.10123948959854857
