path,source_article,target_article,human_path_length,shortest_path_length,is_successful,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,top,center_top,center,center_bottom,bottom,prop_scores_top,treatment_top
achilles;william shakespeare;england;fifa world cup,achilles,nineteen eighty-four,3,4,0,3.0,-374.6666666666667,338.34942490468836,-765.0,-479.5,-194.0,-179.5,-165.0,2.0,-14.5,828.0220407694471,-600.0,-307.25,-14.5,278.25,571.0,2,1,1,0,0,0.13925247661259638,1
soils retrogression and degradation;water;france;marseille,soils retrogression and degradation,henri matisse,3,4,0,3.0,-468.3333333333333,538.249322650139,-1088.0,-644.0,-200.0,-158.5,-117.0,2.0,41.5,1314.511506225792,-888.0,-423.25,41.5,506.25,971.0,0,4,0,0,0,0.1387274607108715,0
cardiff;wales;irish sea;atlantic ocean,cardiff,2003 atlantic hurricane season,3,4,0,3.0,-182.0,101.33607452432722,-275.0,-236.0,-197.0,-135.5,-74.0,2.0,-39.0,229.1025971044414,-201.0,-120.0,-39.0,42.0,123.0,2,0,1,0,1,0.09920735299436412,1
lyndon b. johnson;franklin d. roosevelt;theodore roosevelt;grand canyon,lyndon b. johnson,snowdonia national park,3,4,0,3.0,-92.33333333333333,22.89832599412746,-118.0,-101.5,-85.0,-79.5,-74.0,2.0,5.5,54.44722215136416,-33.0,-13.75,5.5,24.75,44.0,0,2,1,0,1,0.0991655127365757,0
ununhexium;russia;united states;california;lake tahoe,ununhexium,lake tahoe,4,4,1,4.0,-692.25,682.4873014691677,-1654.0,-820.75,-537.0,-408.5,-41.0,3.0,163.33333333333334,1154.8637726300592,-1123.0,-310.5,502.0,806.5,1111.0,3,1,1,0,0,0.0655267588627547,1
london zoo;science;technology;integrated circuit;central processing unit;cpu cache,london zoo,cpu cache,5,4,1,5.0,-74.2,52.72286031694411,-145.0,-108.0,-61.0,-46.0,-11.0,4.0,33.5,13.403979508588733,15.0,30.0,36.0,39.5,47.0,1,0,1,4,0,0.0655182042029994,0
sorrel;europe;united kingdom;scotland;edinburgh;sean connery,sorrel,sean connery,5,4,1,5.0,-574.8,464.1672112504286,-1129.0,-971.0,-504.0,-189.0,-81.0,4.0,222.5,330.88416905819673,-158.0,41.5,211.5,392.5,625.0,4,1,0,1,0,0.09406084253891125,1
soil ph;soil;life;organism,soil ph,tupac shakur,3,4,0,3.0,-81.33333333333333,15.88500340992514,-91.0,-90.5,-90.0,-76.5,-63.0,2.0,13.5,20.506096654409877,-1.0,6.25,13.5,20.75,28.0,0,0,0,3,1,0.09406141998473383,0
ramayana;malaysia;climate;global warming;malaria;fungus;animal;insect;hymenoptera,ramayana,hymenoptera,8,4,1,8.0,-159.875,150.12322319633677,-510.0,-171.0,-109.5,-76.75,-41.0,7.0,17.571428571428573,242.0708278878017,-434.0,-19.0,11.0,103.0,378.0,5,1,1,1,1,0.032506185731078704,1
terrorism;petroleum;united states;computer;computer and video games;nintendo;super mario 64;super mario bros.,terrorism,super mario bros.,7,4,1,7.0,-336.85714285714283,582.5448276231419,-1625.0,-288.0,-56.0,-44.5,-12.0,6.0,30.833333333333332,859.44829202615,-1428.0,2.75,22.0,250.5,1246.0,1,3,2,0,2,0.03251243206444705,0
hepatocellular carcinoma;protein;human;space exploration;mars;planetary habitability,hepatocellular carcinoma,planetary habitability,5,4,1,5.0,-120.0,50.428166732491874,-193.0,-147.0,-108.0,-83.0,-69.0,4.0,9.75,66.46490301906212,-85.0,-10.75,30.0,50.5,64.0,1,1,2,1,1,0.06993040167401124,0
ascii;computer;cryptography;world war ii;nazi germany;swastika,ascii,swastika,5,4,1,5.0,-249.2,311.96746625249244,-787.0,-257.0,-90.0,-58.0,-54.0,4.0,8.0,535.0482844254963,-733.0,-156.25,117.5,281.75,530.0,3,2,1,0,0,0.06992699603846607,1
fern;new zealand;europe;ukraine;kiev;andriyivskyy descent,fern,andriyivskyy descent,5,4,1,5.0,-358.8,389.9316606791503,-1017.0,-328.0,-316.0,-92.0,-41.0,4.0,68.75,578.9394758233944,-701.0,-137.0,143.5,349.25,689.0,3,1,0,1,1,0.06775823235418729,1
domesticated turkey;north america;united states;cinema of the united states;star wars episode iv  a new hope;the lord of the rings,domesticated turkey,the lord of the rings,5,4,1,5.0,-488.0,658.7431214062125,-1626.0,-432.0,-305.0,-39.0,-38.0,4.0,98.5,1033.2190797051062,-1194.0,-297.75,133.5,529.75,1321.0,2,1,0,1,2,0.06775798885483578,0
rowan williams;england;europe;africa;republic of the congo,rowan williams,okapi,4,4,0,4.0,-690.25,348.8508516066238,-1103.0,-849.5,-699.5,-540.25,-259.0,3.0,168.66666666666666,441.29619682627373,-338.0,18.5,375.0,422.0,469.0,3,0,1,0,1,0.1029264725923926,1
baker island;united states;north america;dominica,baker island,music of dominica,3,4,0,3.0,-793.0,723.8031500345933,-1558.0,-1130.0,-702.0,-410.5,-119.0,2.0,719.5,193.04015126392747,583.0,651.25,719.5,787.75,856.0,1,0,1,0,2,0.10292488518831269,0
beer;b vitamins;vitamin;protein;lipid;nutrition,beer,body mass index,5,4,0,5.0,-57.6,41.90226724176152,-129.0,-55.0,-45.0,-39.0,-20.0,4.0,8.75,72.41259098619061,-90.0,-10.5,20.5,39.75,84.0,3,0,0,2,1,0.06257384585923553,1
seinfeld;television;technology;computer;microsoft windows;windows 2000,seinfeld,windows 2000,5,4,1,5.0,-93.4,54.45456821975545,-162.0,-123.0,-89.0,-77.0,-16.0,4.0,36.5,48.28043081829324,-34.0,26.0,53.5,64.0,73.0,0,4,2,0,0,0.06257559969325763,0
music of barbados;pumpkin;vegetable;lettuce,music of barbados,celery,3,4,0,3.0,-36.333333333333336,21.571586249817916,-61.0,-44.0,-27.0,-24.0,-21.0,2.0,-3.0,52.32590180780452,-40.0,-21.5,-3.0,15.5,34.0,2,0,0,0,2,0.09276897765480273,1
hurricane dennis;united states;united kingdom;british monarchy;william iii of england;mary ii of england;william and mary,hurricane dennis,william and mary,6,4,1,6.0,-551.3333333333334,680.7233407682351,-1569.0,-1005.75,-192.0,-82.5,-32.0,5.0,307.4,419.311697905031,27.0,78.0,94.0,305.0,1033.0,2,2,0,2,1,0.09281935281490669,0
creationism;evolution;organism;animal;bird,creationism,chaffinch,4,4,0,4.0,-271.25,185.8895281253537,-535.0,-331.75,-215.5,-155.0,-119.0,3.0,-32.333333333333336,350.47444034242113,-416.0,-184.0,48.0,159.5,271.0,3,0,0,2,0,0.09177006421274218,1
boltysh crater;cretaceous;africa;uganda;lord's resistance army,boltysh crater,lord's resistance army,4,4,1,4.0,-267.5,189.79374770172663,-524.0,-349.25,-227.0,-145.25,-92.0,3.0,-23.666666666666668,357.5029137410398,-432.0,-152.0,128.0,180.5,233.0,0,1,1,1,2,0.091741984699548,0
"batman;superman;cleveland, ohio;canal;transport;economics;university of chicago;latin",batman,coconut crab,7,4,0,7.0,-130.85714285714286,154.40037626403696,-473.0,-108.0,-77.0,-63.0,-24.0,6.0,-74.83333333333333,166.74941279256927,-405.0,-47.5,-26.5,-8.5,66.0,5,0,1,2,0,0.049460257341264136,1
meander;river;germany;medicine;health;scurvy;pellagra,meander,insulin,6,4,0,6.0,-218.0,316.8652710538029,-839.0,-221.0,-76.5,-36.25,-24.0,5.0,13.6,482.188552331969,-747.0,4.0,33.0,203.0,575.0,0,2,1,3,1,0.04949612299281262,0
red kite;united kingdom;royal navy;cold war;nuclear weapon;history of nuclear weapons,red kite,history of nuclear weapons,5,4,1,5.0,-324.6,383.2594421537452,-990.0,-263.0,-228.0,-110.0,-32.0,4.0,239.5,326.7624009378476,35.0,67.25,98.0,270.25,727.0,3,0,1,1,1,0.07564852165317341,1
tex;english language;india;hinduism;ganesha,tex,ganesha,4,4,1,4.0,-399.25,325.11062219907035,-727.0,-643.75,-414.0,-169.5,-42.0,3.0,191.33333333333334,313.54478680618075,-111.0,29.5,170.0,342.5,515.0,0,1,2,2,0,0.07563358143989453,0
eyelid;vertebrate;human;society;latin america;colombia;bogotá,eyelid,bogotá,6,4,1,6.0,-129.0,68.24368102615801,-191.0,-185.75,-150.5,-67.25,-45.0,5.0,0.6,106.99906541647923,-128.0,-64.0,-15.0,66.0,144.0,4,0,0,0,3,0.051590569809757444,1
order of the garter;england;atlantic ocean;turtle;protein;human;carnivore;fish,order of the garter,coconut crab,7,4,0,7.0,-286.57142857142856,238.74942034335018,-779.0,-306.5,-174.0,-161.0,-118.0,6.0,100.83333333333333,172.48004715521927,-75.0,4.75,24.5,211.5,359.0,2,1,3,1,1,0.05158892032844124,0
history of computing hardware;world war ii;united kingdom;the beatles;i want to hold your hand,history of computing hardware,i want to hold your hand,4,4,1,4.0,-538.75,477.4993019192105,-1089.0,-855.0,-502.0,-185.75,-62.0,3.0,238.33333333333334,590.4255527442332,-312.0,-73.5,165.0,513.5,862.0,4,0,0,0,1,0.07926460579609773,1
mars;greek mythology;athena;owl;eurasian eagle owl,mars,eurasian eagle owl,4,4,1,4.0,-69.0,44.02272140611028,-128.0,-89.75,-58.0,-37.25,-32.0,3.0,32.0,22.60530911091463,7.0,22.5,38.0,44.5,51.0,1,0,1,2,1,0.07926990621628793,0
maiasaura;scientific classification;william harvey;england;cricket;bodyline,maiasaura,bodyline,5,4,1,5.0,-321.0,319.02742828791384,-756.0,-531.0,-259.0,-30.0,-29.0,4.0,125.5,581.6599808593792,-726.0,-9.0,363.5,498.0,501.0,3,0,1,1,1,0.06938288732627448,1
j. k. rowling;england;europe;africa;republic of the congo;democratic republic of the congo;gorilla;mountain gorilla,j. k. rowling,mountain gorilla,7,4,1,7.0,-435.14285714285717,408.4039783398413,-1103.0,-706.0,-259.0,-129.0,-14.0,6.0,127.33333333333333,289.5352597986412,-325.0,-8.75,152.5,321.25,469.0,2,0,3,0,3,0.06938300869520796,0
pope benedict xvi;german language;germany;industrial revolution;iron;chemical element;periodic table;calcium,pope benedict xvi,calcium chloride,7,4,0,7.0,-308.14285714285717,229.41478343198125,-818.0,-267.5,-254.0,-204.0,-142.0,6.0,9.666666666666666,354.20766037265014,-545.0,-56.75,21.5,64.5,564.0,4,1,0,2,1,0.04506399895431878,1
ship;20th century;technology;computer;internet;world wide web;google;gmail,ship,gmail,7,4,1,7.0,-125.28571428571429,103.11597723876142,-322.0,-158.0,-123.0,-46.5,-23.0,6.0,49.833333333333336,70.06116375472696,-32.0,12.75,28.0,86.75,161.0,0,1,2,4,1,0.04507062459807867,0
ming dynasty;iron;metal;steel,ming dynasty,gas metal arc welding,3,4,0,3.0,-181.0,34.698703145794944,-221.0,-192.0,-163.0,-161.0,-159.0,2.0,31.0,38.18376618407357,4.0,17.5,31.0,44.5,58.0,2,0,0,1,1,0.11201331411548437,1
property;animal;plant;seed,property,sichuan pepper,3,4,0,3.0,-291.6666666666667,203.54933881821708,-523.0,-367.5,-212.0,-176.0,-140.0,2.0,191.5,168.99852070358486,72.0,131.75,191.5,251.25,311.0,0,0,0,3,1,0.11213659227845965,0
chimpanzee;world war ii;china;go (board game);board game;game;card game;playing card,chimpanzee,playing card,7,4,1,7.0,-228.0,321.9824011753852,-773.0,-354.0,-36.0,-32.0,-15.0,6.0,126.33333333333333,201.10362171444518,-8.0,11.25,40.0,134.75,518.0,4,1,0,2,1,0.05326043109370673,1
pentateuch;isaac;13th century;time;astronomy;comet;comet halley,pentateuch,comet halley,6,4,1,6.0,-79.83333333333333,46.266258403578156,-135.0,-111.75,-85.0,-53.75,-10.0,5.0,-7.2,62.695294879281015,-83.0,-58.0,16.0,17.0,72.0,2,1,2,1,1,0.053255397590549175,0
indian standard time;india;mammal;south america,indian standard time,gorilla,3,4,0,3.0,-394.6666666666667,196.89929744245745,-622.0,-453.0,-284.0,-281.0,-278.0,2.0,169.0,247.48737341529164,-6.0,81.5,169.0,256.5,344.0,2,1,0,0,1,0.13659518119234568,1
henry iii of england;westminster abbey;london;england,henry iii of england,computer programming,3,4,0,3.0,-526.0,392.4550929724317,-851.0,-744.0,-637.0,-363.5,-90.0,2.0,-380.5,235.46655813512032,-547.0,-463.75,-380.5,-297.25,-214.0,1,0,2,1,0,0.13671887892836684,0
telecommunication;optical fiber;erbium;chemical element;periodic table;polonium,telecommunication,polonium,5,4,1,5.0,-100.6,67.35206010212309,-159.0,-147.0,-142.0,-37.0,-18.0,4.0,-27.5,76.44387919687662,-141.0,-39.0,6.0,17.5,19.0,3,0,2,1,0,0.06590818837489414,1
abuja;time zone;united states;internet;world wide web;internet explorer,abuja,internet explorer,5,4,1,5.0,-487.2,639.2094335974712,-1588.0,-413.0,-354.0,-52.0,-29.0,4.0,81.25,1001.3032757361777,-1234.0,-291.25,192.0,564.5,1175.0,0,1,3,1,1,0.0659083822122012,0
suleiman the magnificent;north africa;africa;carnivore;gray wolf;mammal,suleiman the magnificent,bat-eared fox,5,4,0,5.0,-231.4,176.33859475452334,-508.0,-249.0,-226.0,-141.0,-33.0,4.0,-21.25,307.6083819837598,-367.0,-236.5,11.5,226.75,259.0,3,0,1,1,1,0.061468590404578936,1
henry vii of england;england;english language;united states;john f. kennedy;john f. kennedy assassination,henry vii of england,john f. kennedy assassination,5,4,1,5.0,-726.4,602.961275705165,-1667.0,-771.0,-768.0,-352.0,-74.0,4.0,174.25,911.6407826916623,-899.0,-222.5,140.5,537.25,1315.0,0,3,1,0,2,0.06145659721788935,0
cataract surgery;india;rice;water;hydrogen;phase (matter);liquid crystal,cataract surgery,juice,6,4,0,6.0,-261.1666666666667,201.0128519937635,-619.0,-287.0,-247.5,-157.0,-26.0,5.0,118.6,235.50010615708857,-149.0,4.0,73.0,185.0,480.0,4,1,1,1,0,0.05181102013143715,1
caribbean sea;south america;north america;united states;cinema of the united states;the shawshank redemption;forrest gump,caribbean sea,batman,6,4,0,6.0,-456.8333333333333,601.9865170140165,-1626.0,-456.5,-284.0,-88.25,-10.0,5.0,50.6,883.1705950720958,-1119.0,-244.0,20.0,275.0,1321.0,2,2,2,1,0,0.05181032425699782,0
loch ness;england;europe;asia;sri lanka;sri lankan civil war,loch ness,sri lankan civil war,5,4,1,5.0,-537.4,411.73328745681954,-1103.0,-758.0,-514.0,-251.0,-61.0,4.0,174.25,387.1962250160333,-345.0,56.25,226.5,344.5,589.0,4,1,0,1,0,0.08491474466772607,1
7th century;england;germany;baltic sea;north sea,7th century,fermium,4,4,0,4.0,-511.0,398.76893894417935,-913.0,-820.75,-507.0,-197.25,-117.0,3.0,224.33333333333334,418.52279906037774,-123.0,-8.0,107.0,398.0,689.0,1,1,1,1,1,0.08490830257131318,0
butter;fatty acid;corn oil;textile,butter,wrench,3,4,0,3.0,-53.666666666666664,35.019042438840806,-88.0,-71.5,-55.0,-36.5,-18.0,2.0,16.5,75.66042558696059,-37.0,-10.25,16.5,43.25,70.0,2,1,0,0,1,0.0895235488016607,1
domesticated turkey;united states;pacific ocean;new zealand;the lord of the rings film trilogy;the lord of the rings,domesticated turkey,the lord of the rings,5,4,1,5.0,-512.2,622.327646822797,-1573.0,-477.0,-386.0,-96.0,-29.0,4.0,386.0,483.7706067962377,67.0,85.0,190.5,491.5,1096.0,1,0,1,2,2,0.08951961959941235,0
batman;scotland;atlantic ocean;antarctica;penguin,batman,penguin,4,4,1,4.0,-254.25,125.51859092049538,-360.0,-346.5,-284.5,-192.25,-88.0,3.0,84.66666666666667,88.96253893259417,-18.0,57.5,133.0,136.0,139.0,1,2,0,0,2,0.08102600156788796,0
batman;scotland;atlantic ocean;antarctica;penguin,batman,penguin,4,4,1,4.0,-254.25,125.51859092049538,-360.0,-346.5,-284.5,-192.25,-88.0,3.0,84.66666666666667,88.96253893259417,-18.0,57.5,133.0,136.0,139.0,3,0,0,1,1,0.08102600156788796,1
gull;united states;corporation;university;list of universities in the united kingdom;university of cambridge;medicine;alzheimer's disease;b vitamins;pernicious anemia,gull,pernicious anemia,9,4,1,9.0,-257.8888888888889,500.64719225329844,-1567.0,-141.0,-78.0,-31.0,-11.0,8.0,194.375,431.3874418663575,-63.0,-12.5,54.5,122.5,1237.0,5,1,0,1,3,0.023226516081939267,1
ascii;perl;microsoft windows;spyware;http cookie;google;cereal;calcium;animal;mammal;milk,ascii,milk,10,4,1,10.0,-117.2,159.49489716671886,-532.0,-110.5,-64.5,-23.0,-12.0,9.0,-7.333333333333333,190.75245738915135,-413.0,-34.0,-16.0,36.0,306.0,1,1,4,1,4,0.02322427375355889,0
mount vesuvius;18th century;time;rome;italy;volcano;mount vesuvius,mount vesuvius,great auk,6,4,0,6.0,-248.33333333333334,192.4699110683711,-619.0,-244.25,-203.5,-152.25,-71.0,5.0,24.8,288.0489541727239,-364.0,-117.0,57.0,141.0,407.0,5,1,0,0,1,0.05508280992637483,1
chordate;animal;latin;united states;john f. kennedy;cape canaveral,chordate,cape canaveral,5,4,1,5.0,-594.2,575.0766905378796,-1578.0,-498.0,-470.0,-352.0,-73.0,4.0,106.25,959.897346942196,-1108.0,-256.0,153.5,515.75,1226.0,1,0,3,2,0,0.05508210863312705,0
kingman reef;united states;education;mathematics;prime number,kingman reef,prime number,4,4,1,4.0,-544.5,682.8999438668401,-1553.0,-661.25,-276.0,-159.25,-73.0,3.0,493.3333333333333,603.2365484064551,115.0,145.5,176.0,682.5,1189.0,3,1,1,0,0,0.08817051292428904,1
mammal;human;religion;judaism;jerusalem,mammal,"german crusade, 1096",4,4,0,4.0,-207.25,71.3786849603344,-303.0,-229.5,-197.5,-175.25,-131.0,3.0,24.666666666666668,109.60991439342216,-98.0,-19.5,59.0,86.0,113.0,1,0,2,1,1,0.08814247195153779,0
wave;energy;richard feynman;united states;sport;south africa,wave,tiger woods,5,4,0,5.0,-487.6,624.6321317383537,-1582.0,-355.0,-324.0,-93.0,-84.0,4.0,-57.75,1116.1294354449517,-1498.0,-367.75,20.0,330.0,1227.0,3,0,1,0,2,0.0737383560013078,1
dog;africa;islam;algebra;elementary algebra,dog,elementary algebra,4,4,1,4.0,-287.0,259.3903107930852,-514.0,-507.25,-306.5,-86.25,-21.0,3.0,164.33333333333334,205.23482485517252,9.0,48.0,87.0,242.0,397.0,1,0,0,1,3,0.07373138774163454,0
vowel;english language;united states;film;animation;the lion king,vowel,the lion king,5,4,1,5.0,-552.0,674.2184364136003,-1667.0,-612.0,-432.0,-41.0,-8.0,4.0,151.0,948.8617742678153,-1055.0,-239.0,212.0,602.0,1235.0,4,0,1,0,1,0.07389636019492689,1
film;20th century;technology;gold;periodic table;periodic table (large version),film,periodic table (large version),5,4,1,5.0,-205.0,72.9520390393579,-323.0,-215.0,-193.0,-161.0,-133.0,4.0,47.5,89.84987479123163,-54.0,3.0,41.0,85.5,162.0,2,1,2,1,0,0.07388255147984281,0
david livingstone;medicine;science;chemistry;periodic table;neon,david livingstone,neon,5,4,1,5.0,-144.8,27.73445510551812,-178.0,-157.0,-157.0,-119.0,-113.0,4.0,-11.0,53.74631770332426,-65.0,-44.75,-19.0,14.75,59.0,3,0,1,2,0,0.07176116580227743,1
star wars episode iv  a new hope;film;united states;chicago;amtrak;chicago and north western railway,star wars episode iv  a new hope,chicago and north western railway,5,4,1,5.0,-464.0,637.4939215396489,-1568.0,-456.0,-161.0,-83.0,-52.0,4.0,27.25,1057.2468570143242,-1407.0,-328.5,202.0,557.75,1112.0,1,0,3,1,1,0.0717637112359337,0
wikispecies;wikipedia;florida;atlantic ocean;viking;leif ericson;north america;united states,wikispecies,pneumonia,7,4,0,7.0,-403.7142857142857,556.5814448595145,-1626.0,-368.0,-201.0,-124.0,-15.0,6.0,-268.5,494.1917643992057,-1203.0,-312.5,-149.0,52.0,138.0,4,2,2,0,0,0.07336219061605752,1
ununoctium;russia;united states;hip hop music;bob dylan;neil young,ununoctium,britney spears,5,4,0,5.0,-530.6,658.8587101951374,-1654.0,-532.0,-342.0,-79.0,-46.0,4.0,121.5,998.5718134749582,-1122.0,-255.75,148.0,525.25,1312.0,1,2,0,1,2,0.07336095126719211,0
geography;transport;train;rail transport;philadelphia;pennsylvania railroad,geography,pennsylvania railroad,5,4,1,5.0,-81.8,15.417522498767433,-106.0,-84.0,-81.0,-73.0,-65.0,4.0,8.25,24.45914961727002,-16.0,-6.25,4.0,18.5,41.0,3,1,0,1,1,0.0668205707912912,1
rosa parks;south africa;europe;united kingdom;london;william shakespeare;macbeth;globe theatre,rosa parks,globe theatre,7,4,1,7.0,-504.42857142857144,464.46272083733373,-1129.0,-892.5,-329.0,-136.0,-16.0,6.0,52.166666666666664,432.3301593304203,-703.0,-69.75,114.0,336.0,509.0,3,1,1,2,1,0.06683324816458316,0
mary i of scotland;scotland;time zone;earth;sun;star;planet;mu arae,mary i of scotland,mu arae,7,4,1,7.0,-256.0,144.02314628790288,-461.0,-338.0,-299.0,-155.5,-45.0,6.0,54.166666666666664,91.42082184418747,-91.0,12.0,62.0,121.75,155.0,4,3,1,0,0,0.04886165469346338,1
hawaiian goose;canada goose;canada;elizabeth ii of the united kingdom;british empire;germany;denmark;aarhus,hawaiian goose,aarhus,7,4,1,7.0,-336.0,307.78563969100315,-870.0,-493.0,-240.0,-121.5,-13.0,6.0,-6.333333333333333,496.34530990699074,-630.0,-444.0,149.0,384.25,473.0,3,3,1,1,0,0.048871709109691165,0
hammurabi;civilization;education;computer science,hammurabi,dvd,3,4,0,3.0,-110.0,70.54785609782908,-191.0,-134.0,-77.0,-69.5,-62.0,2.0,-7.5,171.82694782833104,-129.0,-68.25,-7.5,53.25,114.0,2,0,0,2,0,0.10173061430015576,1
political philosophy;aristotle;ethics;human rights,political philosophy,rabbit,3,4,0,3.0,-117.0,46.776062254106,-171.0,-131.0,-91.0,-90.0,-89.0,2.0,41.0,55.154328932550705,2.0,21.5,41.0,60.5,80.0,1,2,0,0,1,0.10173807061441213,0
optical telescope;light;latin;byzantine empire;iraq;united nations;taiwan;taipei,optical telescope,taipei,7,4,1,7.0,-229.14285714285714,160.17430981218408,-496.0,-308.0,-204.0,-118.0,-52.0,6.0,4.333333333333333,271.9394540456876,-418.0,-127.5,37.0,170.0,338.0,4,1,3,0,0,0.04292483009466154,1
fashion;technology;computer science;computer programming;basic;computer;computer and video games;pac-man,fashion,pac-man,7,4,1,7.0,-54.857142857142854,32.85538297564329,-94.0,-83.0,-53.0,-30.5,-10.0,6.0,9.666666666666666,46.14614465658715,-80.0,15.5,17.5,32.25,51.0,2,1,2,2,1,0.042928504285367465,0
gas turbine-electric locomotive;pennsylvania railroad;united states;american civil war;slavery;africa;atlantic slave trade;african slave trade,gas turbine-electric locomotive,african slave trade,7,4,1,7.0,-435.42857142857144,535.0800118184372,-1563.0,-507.0,-225.0,-106.5,-33.0,6.0,-5.0,897.0476018584521,-1530.0,-279.75,224.5,335.75,1126.0,4,1,2,1,0,0.04220232389105021,1
lithuania;united nations;venezuela;brazil;argentina;andes;cretaceous;dinosaur;giganotosaurus,lithuania,giganotosaurus,8,4,1,8.0,-211.875,98.29029526284445,-366.0,-277.75,-207.0,-134.25,-91.0,7.0,39.285714285714285,88.45283919640319,-104.0,0.0,54.0,82.5,160.0,1,1,3,2,2,0.04220033257054797,0
basilica of santa maria degli angeli;francis of assisi;italy;italian renaissance;science;physical science;electricity;electron,basilica of santa maria degli angeli,electron,7,4,1,7.0,-184.57142857142858,184.66804194089926,-565.0,-202.5,-174.0,-69.5,-9.0,6.0,-34.666666666666664,337.7529669250393,-556.0,-121.25,-67.5,98.0,469.0,4,1,1,0,2,0.036506471700003484,1
fedora core;windows xp;windows vista;virus;aids;world health organization;malaria;anemia;pernicious anemia,fedora core,pernicious anemia,8,4,1,8.0,-57.625,37.24796255214122,-103.0,-96.25,-51.5,-22.75,-17.0,7.0,1.0,35.72580766523457,-59.0,-15.0,5.0,24.5,42.0,1,2,2,3,1,0.036493766174722844,0
mendelevium;dmitri mendeleev;russian language;italy,mendelevium,saxophone,3,4,0,3.0,-261.0,311.28282959392413,-613.0,-380.5,-148.0,-85.0,-22.0,2.0,-295.5,239.7091988222396,-465.0,-380.25,-295.5,-210.75,-126.0,2,0,0,0,2,0.1637414832347562,1
pre-raphaelite brotherhood;england;europe;atlantic ocean;united states,pre-raphaelite brotherhood,lake mead,4,4,0,4.0,-985.0,540.1141854583467,-1674.0,-1245.75,-929.5,-668.75,-407.0,3.0,-306.0,982.1420467529124,-1267.0,-807.0,-347.0,174.5,696.0,1,2,0,1,1,0.16320636689532383,0
gazelle;africa;continent;north america;california;redwood national and state parks,gazelle,death valley national park,5,4,0,5.0,-318.0,178.5147052766242,-485.0,-464.0,-326.0,-273.0,-42.0,4.0,110.75,209.81162185795776,-191.0,55.75,175.0,230.0,284.0,3,0,1,0,2,0.057037611972431145,1
canadian english;english language;language;linguistics;medicine;psychology;educational psychology,canadian english,educational psychology,6,4,1,6.0,-191.16666666666666,212.91445856650193,-605.0,-196.25,-106.5,-80.5,-31.0,5.0,114.8,164.61682781538465,-34.0,-1.0,76.0,154.0,379.0,3,1,1,1,1,0.05705115587000086,0
h ii region;sun;planet;earth;food;water,h ii region,cactus,5,4,0,5.0,-214.8,62.28723785816803,-312.0,-230.0,-205.0,-179.0,-148.0,4.0,-6.25,129.45880940798634,-164.0,-79.25,3.0,76.0,133.0,3,2,0,0,1,0.07389031532356127,1
wernher von braun;baltic sea;fish;whale shark;shark,wernher von braun,nurse sharks,4,4,0,4.0,-92.0,76.82447526667526,-198.0,-117.0,-76.5,-51.5,-17.0,3.0,9.0,152.14795430764096,-108.0,-77.0,-46.0,67.5,181.0,1,0,2,1,1,0.07388453915051137,0
rock pigeon;italy;age of enlightenment;biology,rock pigeon,hydrology,3,4,0,3.0,-285.0,251.1792188856395,-575.0,-359.5,-144.0,-140.0,-136.0,2.0,219.5,299.10616844190963,8.0,113.75,219.5,325.25,431.0,2,1,1,0,0,0.11365065780025933,1
fiji;abel tasman;australia;papua new guinea,fiji,kuru (disease),3,4,0,3.0,-247.0,288.7767303644807,-575.0,-355.0,-135.0,-83.0,-31.0,2.0,-52.0,695.7930726875628,-544.0,-298.0,-52.0,194.0,440.0,0,1,1,1,1,0.11359708881864547,0
nitrification;bacteria;human;science,nitrification,order of the bath,3,4,0,3.0,-195.66666666666666,78.83104295474806,-270.0,-237.0,-204.0,-158.5,-113.0,2.0,-78.5,17.67766952966369,-91.0,-84.75,-78.5,-72.25,-66.0,2,0,0,2,0,0.11602826099567128,1
biodiesel;united states;cold war;nuclear weapon,biodiesel,watchmen,3,4,0,3.0,-717.0,769.8980451981938,-1583.0,-1020.5,-458.0,-284.0,-110.0,2.0,736.5,549.4219689819474,348.0,542.25,736.5,930.75,1125.0,0,2,0,1,1,0.1159190307747192,0
expressionism;germany;democratic republic of the congo;africa;cheetah,expressionism,cheetah,4,4,1,4.0,-459.5,267.9085664923763,-753.0,-653.25,-433.0,-239.25,-219.0,3.0,178.0,480.9750513280289,-374.0,13.5,401.0,454.0,507.0,0,1,1,1,2,0.09388050698333822,0
expressionism;germany;democratic republic of the congo;africa;cheetah,expressionism,cheetah,4,4,1,4.0,-459.5,267.9085664923763,-753.0,-653.25,-433.0,-239.25,-219.0,3.0,178.0,480.9750513280289,-374.0,13.5,401.0,454.0,507.0,3,0,1,0,1,0.09388050698333822,1
saurischia;dinosaur;extinction;australia;england;the beatles;hey jude,saurischia,hey jude,6,4,1,6.0,-330.5,313.66973076788906,-835.0,-507.75,-187.0,-119.0,-63.0,5.0,9.6,405.48649792564,-457.0,-235.0,-32.0,168.0,604.0,5,0,0,0,2,0.06181395433021928,1
