,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
17868,Brain;Eye;Sleep;United_States,Brain,Telephone,3,3,0,"[0.15615342602174184, 0.04617582769201945, 0.019821649029669874]","[0.02488507958871585, 0.025893331796709662, 0.019821649029669874, 0.9999999999999998]","[False, False]","[True, False, True]",False,False
19764,United_Kingdom;British_Empire;British_East_India_Company;Privy_Council_of_the_United_Kingdom,United_Kingdom,Reggaeton,3,3,0,"[0.325264486047702, 0.43252938613451564, 0.060209804241175995]","[0.13377977246081604, 0.05282372931633225, 0.060209804241175995, 1.0000000000000016]","[True, False]","[False, True, True]",False,False
9954,Prospecting;Gold;Mercury_%28element%29;Roman_Empire,Prospecting,Roman_Empire,3,3,1,"[0.2693604614537461, 0.08271190001714016, 0.015440614599494272]","[0.00920142112864701, 0.016366669584313345, 0.015440614599494272, 1.0000000000000016]","[False, False]","[True, False, True]",False,False
17387,Tasmanian_Devil;Dog;Postage_stamp;Wood,Tasmanian_Devil,Love,3,3,0,"[0.03928226004750716, 0.01594190850825989, 0.012264387954552815]","[0.01708920440077843, 0.02053144818505444, 0.012264387954552815, 1.0000000000000022]","[False, False]","[True, False, True]",False,False
3786,Apollo_8;Sirius;Greek_mythology;Cyclops,Apollo_8,Cyclops,3,3,1,"[0.03519761465702294, 0.02237883222028683, 0.14792228828023882]","[0.025533626018559217, 0.011011297518334403, 0.14792228828023882, 1.0000000000000027]","[False, True]","[False, True, True]",False,False
2269,Saturn_V;United_States;Germany;Kosovo,Saturn_V,Kosovo,3,3,1,"[0.047167002838599696, 0.2733093299477454, 0.05796388444775319]","[0.008231632326794667, 0.05894215069659506, 0.05796388444775319, 0.9999999999999986]","[True, False]","[True, False, True]",False,False
18372,Gordon_Brown;17th_century;19th_century;American_Civil_War,Gordon_Brown,History_of_slavery,3,3,0,"[0.02169088862100879, 0.3532806705584034, 0.1677939284494908]","[0.08131841397193432, 0.04255588902813023, 0.1677939284494908, 1.0000000000000009]","[True, False]","[False, True, True]",False,False
4505,Sea;English_Channel;United_Kingdom;Lake_District,Sea,Lake_District,3,3,1,"[0.0646599638492514, 0.08481706652501457, 0.10845209468109908]","[0.05743056438046254, 0.030609212138134813, 0.10845209468109908, 1.0000000000000004]","[True, True]","[False, True, True]",True,False
1120,Computer;Toy;Monkey;Fruit,Computer,Fruit,3,3,1,"[0.02594849460160499, 0.01518010695832098, 0.01841363758054391]","[0.013959724012384387, 0.00943582926939061, 0.01841363758054391, 1.0000000000000016]","[False, True]","[False, True, True]",False,False
13095,First_Crusade;Europe;United_Kingdom;Prime_Minister_of_the_United_Kingdom,First_Crusade,Prime_Minister_of_the_United_Kingdom,3,3,1,"[0.08085580165047729, 0.2417890222080024, 0.18035057300383242]","[0.021719530225661095, 0.021196206138116014, 0.18035057300383242, 1.0000000000000024]","[True, False]","[False, True, True]",False,False
13370,Great_Wall_of_China;17th_century;Time;Measurement,Great_Wall_of_China,Measurement,3,3,1,"[0.049571451525044254, 0.044764968530826364, 0.2476900360900271]","[0.03503717041863333, 0.0190313646263418, 0.2476900360900271, 1.000000000000002]","[False, True]","[False, True, True]",False,False
7185,Welsh_law;Ireland;Europe;Greek_mythology,Welsh_law,Greek_mythology,3,3,1,"[0.05260201066559897, 0.17206312114935826, 0.07326764680667082]","[0.04230695667335414, 0.04139804834300419, 0.07326764680667082, 1.000000000000001]","[True, False]","[False, True, True]",False,False
14749,National_parks_of_England_and_Wales;World_War_II;Republic_of_China;Taipei,National_parks_of_England_and_Wales,Taipei,3,3,1,"[0.03945914521736517, 0.1615080939681626, 0.28127070056532916]","[0.04675630168945491, 0.044451057202025974, 0.28127070056532916, 0.9999999999999993]","[True, True]","[False, True, True]",True,False
976,Cat;Wild_cat;Africa;Lake_Victoria,Cat,Lake_Victoria,3,3,1,"[0.43184289790745267, 0.08711576319950023, 0.12100733225981708]","[0.01662576003519467, 0.01175138968478736, 0.12100733225981708, 1.000000000000001]","[False, True]","[False, True, True]",False,False
19675,Radish;Lemon;United_States;United_States_dollar,Radish,Minimum_wage,3,3,0,"[0.042195212985156445, 0.022311416744926867, 0.18077010104619168]","[0.012079338080677978, 0.009595753707653434, 0.18077010104619168, 0.9999999999999997]","[False, True]","[False, True, True]",False,False
17926,Asteroid;4_Vesta;Carl_Friedrich_Gauss;Ancient_Greece,Asteroid,Viking,3,3,0,"[0.3697200579366552, 0.041809390506181446, 0.016391373208880816]","[0.01820533148046387, 0.009451058477580977, 0.016391373208880816, 1.0000000000000042]","[False, False]","[False, True, True]",False,False
19112,Computer;Toy;Sport;American_English,Computer,Baseball,3,3,0,"[0.02594849460160499, 0.034450367936142826, 0.051156572355945104]","[0.041905614236882376, 0.018817846781791256, 0.051156572355945104, 1.0000000000000013]","[True, True]","[False, True, True]",True,False
12691,Daniel_Day-Lewis;England;The_Beatles;Hey_Jude,Daniel_Day-Lewis,Hey_Jude,3,3,1,"[0.06266177802897188, 0.0673990386810206, 0.46388740599596145]","[0.03642303192048775, 0.029739855346545236, 0.46388740599596145, 1.0]","[True, True]","[False, True, True]",True,False
17961,Pyramid;Earth;Geography;Biosphere,Pyramid,Bean,3,3,0,"[0.02651419649611107, 0.2127093930373146, 0.09063176930528188]","[0.009479436763804486, 0.27351949122884445, 0.09063176930528188, 1.0000000000000009]","[True, False]","[True, False, True]",False,False
10650,Diffuse_interstellar_band;Photon;Light;Heat,Diffuse_interstellar_band,Heat,3,3,1,"[0.04991488030236075, 0.4001689640144061, 0.11962634478938088]","[0.04347929366698856, 0.13214020876624105, 0.11962634478938088, 0.9999999999999986]","[True, False]","[True, False, True]",False,False
7698,Bread;Cheese;Space_exploration;Mars,Bread,Mars,3,3,1,"[0.06470285880984691, 0.01113634185245909, 0.21296786727292652]","[0.01043518491585169, 0.008866494995098465, 0.21296786727292652, 0.9999999999999999]","[False, True]","[False, True, True]",False,False
4943,Brain;Psychology;19th_century;Telephone,Brain,Telephone,3,3,1,"[0.17836432623845397, 0.02550232612981301, 0.05001752972804696]","[0.01987493081672035, 0.016774730449665248, 0.05001752972804696, 1.0000000000000009]","[False, True]","[False, True, True]",False,False
20032,Thrasybulus;Corinthian_War;Ancient_Greece;Athens,Thrasybulus,Ship,3,3,0,"[0.31378746408431035, 0.4713154677671041, 0.4026690876386556]","[0.19940304243358023, 0.15719494224410455, 0.4026690876386556, 1.0000000000000042]","[True, False]","[False, True, True]",False,False
19625,B_vitamins;Edema;Cancer;World_War_II,B_vitamins,Waste_management,3,3,0,"[0.044596462402514435, 0.05494012740964792, 0.01987923675618127]","[0.007270292652804326, 0.005784834009373897, 0.01987923675618127, 0.9999999999999979]","[True, False]","[False, True, True]",False,False
18840,C%C3%B4te_d%27Ivoire;French_language;Spain;Atlantic_Ocean,Côte d'Ivoire,Spanish_Armada,3,3,0,"[0.13538916653694819, 0.09379171806904542, 0.13161139104946218]","[0.061346478597158034, 0.039695698571074994, 0.13161139104946218, 0.999999999999999]","[False, True]","[False, True, True]",False,False
3193,Technology;Slavery;United_States;Hip_hop_music,Technology,Hip_hop_music,3,3,1,"[0.059768091016424885, 0.14058287070898795, 0.07465012830427427]","[0.023282602385199518, 0.019190074867054038, 0.07465012830427427, 0.9999999999999987]","[True, False]","[False, True, True]",False,False
14703,Music_of_New_Zealand;The_Lord_of_the_Rings_film_trilogy;The_Shawshank_Redemption;Forrest_Gump,Music_of_New_Zealand,Forrest_Gump,3,3,1,"[0.09269143080550901, 0.09932327164610542, 0.08564581610381196]","[0.027295935718675467, 0.09177722009074546, 0.08564581610381196, 1.000000000000001]","[True, False]","[True, False, True]",False,False
14798,Nintendo;Europe;Switzerland;Cheese,Nintendo,Cheese,3,3,1,"[0.031733767844350294, 0.16532201447356004, 0.04048795324550912]","[0.006845478686928025, 0.04051796552752788, 0.04048795324550912, 0.9999999999999969]","[True, False]","[True, False, True]",False,False
19783,Oliver_Cromwell;England;Tourism;Kenya,Oliver_Cromwell,Wood,3,3,0,"[0.10143721172464433, 0.09233615714454496, 0.050814300976697195]","[0.0235946076767203, 0.08981741189958699, 0.050814300976697195, 1.0000000000000027]","[False, False]","[True, False, True]",False,False
18457,NATO;United_Kingdom;European_Union;Republic_of_Ireland,NATO,Schizophrenia,3,3,0,"[0.11069022998186057, 0.1890352051979586, 0.18537940885320278]","[0.08666581232062766, 0.38043427636273563, 0.18537940885320278, 1.0]","[True, False]","[True, False, True]",False,False
2235,Reptile;Sun;Star;Gas_giant,Reptile,Gas_giant,3,3,1,"[0.026876889712112467, 0.35786187768444117, 0.1979740415699972]","[0.022880231680375365, 0.2269115604786411, 0.1979740415699972, 0.9999999999999989]","[True, False]","[True, False, True]",False,False
18217,Brain;Vertebrate;Eye;Organism,Brain,Telephone,3,3,0,"[0.29538064394364627, 0.06620106921227163, 0.11323422278386992]","[0.06970304026117585, 0.04702419199882525, 0.11323422278386992, 0.9999999999999994]","[False, True]","[False, True, True]",False,False
7385,Richard_III_of_England;Wales;Gold;Gold%28III%29_chloride,Richard_III_of_England,Gold(III) chloride,3,3,1,"[0.06687348903136645, 0.02803511286818018, 0.3858966728709154]","[0.033647008142852326, 0.00975810019258859, 0.3858966728709154, 1.0000000000000002]","[False, True]","[False, True, True]",False,False
15421,ROT13;Film;Animation;The_Lion_King,ROT13,The_Lion_King,3,3,1,"[0.011322657604618737, 0.3288786045253524, 0.09326579797313383]","[0.006711462037439084, 0.15302796191567672, 0.09326579797313383, 0.9999999999999987]","[True, False]","[True, False, True]",False,False
8429,Spacecraft_propulsion;Earth;United_States;United_States_Senate,Spacecraft_propulsion,United_States_Senate,3,3,1,"[0.13850239106128334, 0.08151216872548508, 0.1685949460701095]","[0.015218106026655203, 0.014237639215603467, 0.1685949460701095, 1.0000000000000007]","[False, True]","[False, True, True]",False,False
3979,Asteroid;Comet;Denmark;Viking,Asteroid,Viking,3,3,1,"[0.12012399482448842, 0.013537931744296166, 0.130823937394943]","[0.012289411951835442, 0.009428356196154198, 0.130823937394943, 1.0000000000000009]","[False, True]","[False, True, True]",False,False
2089,Novel;Ramayana;Malaysia;Kuala_Lumpur,Novel,Kuala_Lumpur,3,3,1,"[0.03182609049885866, 0.020825676336978197, 0.40434888102287697]","[0.017473279711825374, 0.010030563120342324, 0.40434888102287697, 1.0000000000000007]","[False, True]","[False, True, True]",False,False
14692,Music_of_Italy;Europe;England;Brighton,Music_of_Italy,Brighton,3,3,1,"[0.07744727252401891, 0.1743883890099941, 0.0836983118896781]","[0.03772627377212569, 0.033410655065623164, 0.0836983118896781, 1.0]","[True, False]","[False, True, True]",False,False
20569,Jesus;Mosaic;Georgia_%28country%29;Wikipedia_Text_of_the_GNU_Free_Documentation_License,Jesus,Microsoft,3,3,0,"[0.049126761673789716, 0.028945134474663053, 0.009962368732429725]","[0.023787817183992425, 0.012513531861519343, 0.009962368732429725, 0.9999999999999994]","[False, False]","[False, False, True]",False,False
18233,Victoria_of_the_United_Kingdom;Germany;Automobile;Italy,Victoria_of_the_United_Kingdom,Broadcasting,3,3,0,"[0.05781576022934748, 0.09147040101264814, 0.04706809364771284]","[0.037876288043159935, 0.23996860190477037, 0.04706809364771284, 0.9999999999999999]","[True, False]","[True, False, True]",False,False
20526,Children%27s_Crusade;Germany;Attack_on_Pearl_Harbor;United_States,Children's Crusade,Eskimo,3,3,0,"[0.07255648331354687, 0.083322919960535, 0.18001551117573736]","[0.05121765940046506, 0.2733093299477454, 0.18001551117573736, 0.9999999999999998]","[True, True]","[True, False, True]",True,False
19748,All_Blacks;Italy;Judaism;Olive_oil,All_Blacks,Palm_oil,3,3,0,"[0.051935889713919714, 0.04305629192984058, 0.0318414481024726]","[0.012213895260770706, 0.05837030690649493, 0.0318414481024726, 1.0000000000000016]","[False, False]","[True, False, True]",False,False
14948,Order_of_the_Thistle;United_Kingdom;Hindi;Kolkata,Order_of_the_Thistle,Kolkata,3,3,1,"[0.08423462806546547, 0.05730907983966099, 0.04986163274222095]","[0.008938635213566673, 0.07569295544466008, 0.04986163274222095, 1.000000000000001]","[False, False]","[True, False, True]",False,False
975,Cat;Color;Isaac_Newton;Star,Cat,Star,3,3,1,"[0.04372910134464209, 0.06992787763584614, 0.03523027478352648]","[0.017763507841833368, 0.058658126395665346, 0.03523027478352648, 0.9999999999999997]","[True, False]","[True, False, True]",False,False
14684,Music_of_Ireland;BBC;United_Kingdom;Anne_of_Great_Britain,Music_of_Ireland,Anne_of_Great_Britain,3,3,1,"[0.0389875435245498, 0.11269756362335381, 0.1714787502427292]","[0.027599332926573263, 0.018061730783754646, 0.1714787502427292, 1.000000000000003]","[True, True]","[False, True, True]",True,False
5369,Ganesha;London;England;Birmingham,Ganesha,Birmingham,3,3,1,"[0.014072823233513821, 0.2820032973974934, 0.13110411819549136]","[0.009155675515518878, 0.15566224875727222, 0.13110411819549136, 0.9999999999999968]","[True, False]","[True, False, True]",False,False
5613,Steel;Ancient_Egypt;Cereal;Oat,Steel,Oat,3,3,1,"[0.10635438456762347, 0.023874042539263077, 0.291237322170703]","[0.016743666422686106, 0.013250793229460461, 0.291237322170703, 1.0000000000000013]","[False, True]","[False, True, True]",False,False
19262,Brain;Computer_science;Internet;Copper,Brain,Telephone,3,3,0,"[0.04916586828560618, 0.09915001996411385, 0.02548344196816953]","[0.018173649041170404, 0.01064779271333127, 0.02548344196816953, 0.9999999999999997]","[True, False]","[False, True, True]",False,False
19952,Bird;Vertebrate;Human;Society,Bird,George_Eliot,3,3,0,"[0.10803217840362948, 0.10297000933199717, 0.1620718633700834]","[0.030170072251259672, 0.017577836551069665, 0.1620718633700834, 0.9999999999999988]","[False, True]","[False, True, True]",False,False
14329,Magic__The_Gathering;Board_game;Game;Volleyball,Magic__The_Gathering,Volleyball,3,3,1,"[0.16959921415853865, 0.663938626840144, 0.10977812426818118]","[0.10470832190388109, 0.08237329603875387, 0.10977812426818118, 1.000000000000001]","[True, False]","[False, True, True]",False,False
13106,Flag_of_Australia;British_Empire;United_States;Apollo_11,Flag_of_Australia,Apollo_11,3,3,1,"[0.07560891233271652, 0.24399434543055726, 0.07146017801415079]","[0.04293500093261866, 0.02736711854769457, 0.07146017801415079, 1.0000000000000007]","[True, False]","[False, True, True]",False,False
20595,Brain;Computer_science;Alan_Turing;World_War_II,Brain,Telephone,3,3,0,"[0.04916586828560618, 0.13082305956166165, 0.033809866957631794]","[0.013979849233905418, 0.011175042341937726, 0.033809866957631794, 0.9999999999999979]","[True, False]","[False, True, True]",False,False
17668,Pope_John_Paul_II;Roman_Catholic_Church;Jesus;Paul_of_Tarsus,Pope_John_Paul_II,Trout,3,3,0,"[0.3408728649855518, 0.18869421453000393, 0.31149444575471485]","[0.33819089381749884, 0.24159689026252076, 0.31149444575471485, 1.0000000000000009]","[False, True]","[False, True, True]",False,False
19022,Internet;Spanish_language;Colombia;Spain,Internet,Banana,3,3,0,"[0.03024002005506899, 0.11832785204550769, 0.11431032074930123]","[0.03712342839344271, 0.4236845802973553, 0.11431032074930123, 1.0000000000000024]","[True, False]","[True, False, True]",False,False
17160,X_Window_System;Internet;Advertising;Broadcasting,X_Window_System,Broadcasting,3,3,1,"[0.1397652068992375, 0.11641666891029752, 0.10873994780633019]","[0.03365488881498828, 0.11569187063891506, 0.10873994780633019, 0.9999999999999984]","[False, False]","[True, False, True]",False,False
19143,Brain;Computer_science;Internet;Optical_fiber,Brain,Telephone,3,3,0,"[0.04916586828560618, 0.09915001996411385, 0.035057045482461816]","[0.0462527562912229, 0.021700329194616452, 0.035057045482461816, 1.0000000000000027]","[True, False]","[False, True, True]",False,False
17871,Soil_moisture;Agriculture;Food;Cereal,Soil_moisture,Herbivore,3,3,0,"[0.12041372712400022, 0.2178763632479046, 0.12049771260359118]","[0.015975953999268808, 0.23105458593922865, 0.12049771260359118, 1.0000000000000013]","[True, False]","[True, False, True]",False,False
15542,Roche_limit;Gravitation;Differential_equation;Ordinary_differential_equation,Roche_limit,Ordinary_differential_equation,3,3,1,"[0.13973566986990918, 0.10885040108426938, 0.3715050118282667]","[0.06691707957109914, 0.05831838592023822, 0.3715050118282667, 1.0000000000000002]","[False, True]","[False, True, True]",False,False
7782,Kyoto_Protocol;Climate_change;Glacier;Andes,Kyoto_Protocol,Andes,3,3,1,"[0.17047041277667555, 0.22526777588950872, 0.03566478165397909]","[0.012645513106470935, 0.04608967486521876, 0.03566478165397909, 0.9999999999999992]","[True, False]","[True, False, True]",False,False
14487,Melbourne;Garden;Insect;Beetle,Melbourne,Beetle,3,3,1,"[0.01870391001519952, 0.014133909158828886, 0.14988396336994417]","[0.018484490009563526, 0.006797758501315275, 0.14988396336994417, 0.9999999999999997]","[False, True]","[False, True, True]",False,False
7645,Indus_Valley_Civilization;Dam;Flood;Hurricane_Katrina,Indus_Valley_Civilization,Hurricane_Katrina,3,3,1,"[0.023010813390339138, 0.0775839641311233, 0.23517279469952176]","[0.025869387939468788, 0.022110043074479863, 0.23517279469952176, 0.9999999999999983]","[True, True]","[False, True, True]",True,False
18259,Theatre;United_States;Martin_Luther_King%2C_Jr.;Africa,Theatre,Zebra,3,3,0,"[0.043582039636561404, 0.147533203272006, 0.07089822044420435]","[0.025432902982615968, 0.2004574636752428, 0.07089822044420435, 1.0000000000000004]","[True, False]","[True, False, True]",False,False
17512,Cleveland%2C_Ohio;Biotechnology;Genetics;Animal,"Cleveland, Ohio",Animal_rights,3,3,0,"[0.02234260170621518, 0.09716436091982561, 0.03237977594578321]","[0.010050322473159621, 0.0497247833616123, 0.03237977594578321, 1.0]","[True, False]","[True, False, True]",False,False
