path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing,treatment_target_strictly_increasing,prop_scores_target_strictly_increasing
wildebeest;scientific classification;carolus linnaeus;ecology;biosphere,wildebeest,hawking radiation,4,4,0,0,0,2,1,2,3,"[0.03153426399409626, 0.23712665952435155, 0.045753340161646214, 0.29639622519430137]","[0.009206386198269138, 0.02306544796968785, 0.0167937666074553, 0.29639622519430137, 1.0000000000000009]","[True, False, True]","[True, False, True, True]",False,False,4.0,-228.5,215.60689537520207,-529.0,-313.0,-158.0,-73.5,-69.0,3.0,153.33333333333334,141.42607020395263,6.0,86.0,166.0,227.0,288.0,0,0,0,0,0.08869287828618272,0,0.10463446181263802,0,0.07277706173043834,0,0.1445966232437309,0,0.6243657982958253
rabbit;mammal;south america;antarctica;emperor penguin,rabbit,emperor penguin,4,4,1,1,0,2,1,1,2,"[0.04732266273814462, 0.03370099158431835, 0.11738494939019582, 0.18467363594883457]","[0.01115445134340285, 0.01638140610151458, 0.018198623613465584, 0.18467363594883457, 0.9999999999999998]","[False, True, True]","[True, True, True, True]",False,True,4.0,-189.25,91.5691905974202,-284.0,-227.0,-204.5,-166.75,-64.0,3.0,48.0,110.72939989000211,-76.0,3.5,83.0,110.0,137.0,0,0,0,0,0.10327945948300996,0,0.09795667019478557,0,0.08551974317392315,0,0.1753795147725847,1,0.6781278708689942
internet explorer;mozilla firefox;cryptography;ancient greece;greek war of independence,internet explorer,greek war of independence,4,4,1,0,1,2,1,1,3,"[0.18793738187436318, 0.04939025378194471, 0.02365652212345845, 0.293355376458427]","[0.008063912986361539, 0.004174148727110076, 0.01850007360546827, 0.293355376458427, 0.9999999999999998]","[False, False, True]","[False, True, True, True]",False,False,4.0,-83.25,79.97239106925173,-199.0,-105.25,-54.0,-32.0,-26.0,3.0,-16.0,145.16542288024377,-165.0,-86.5,-8.0,58.5,125.0,0,0,0,0,0.10343687921914436,0,0.08406604325467774,0,0.06691638046137426,0,0.13962717125618604,0,0.6778609084062899
seychelles;united kingdom;the beatles;united states;president of the united states;calvin coolidge,seychelles,calvin coolidge,5,4,1,1,1,3,0,1,6,"[0.07272962866277151, 0.11260174569806237, 0.07553452233847235, 0.3235514638662403, 0.16593381836693474]","[0.014240778110018865, 0.03612040211962532, 0.017892238197798272, 0.07597710537247435, 0.16593381836693474, 0.999999999999998]","[True, False, True, False]","[True, False, True, True, True]",False,False,5.0,-671.8,631.562110959801,-1609.0,-1000.0,-455.0,-227.0,-68.0,4.0,233.0,1121.2763560633332,-1382.0,-55.25,580.0,868.25,1154.0,0,0,0,0,0.053611093441763756,0,0.08003468876171499,0,0.0337274442877242,0,0.0350839914833365,0,0.5537894045740391
mongoose;europe;london;laurence olivier;royal national theatre,mongoose,royal national theatre,4,4,1,1,1,1,0,2,2,"[0.015426859233205319, 0.08406446750665651, 0.03581642435258286, 0.16336440358832915]","[0.006102376643156318, 0.015448653281609482, 0.053443671060709595, 0.16336440358832915, 1.0000000000000029]","[True, False, True]","[True, True, True, True]",False,True,4.0,-458.75,459.59864737253815,-953.0,-796.25,-429.5,-92.0,-23.0,3.0,310.0,282.3880309078273,92.0,150.5,209.0,419.0,629.0,0,0,0,0,0.07303547076077305,0,0.052416333032367285,0,0.06507606127577749,0,0.09124139761555229,1,0.7175365047527634
big bang;hydrogen;water;fish;whale shark;shark;great white shark,big bang,great white shark,6,4,1,0,2,2,2,1,3,"[0.08082597966510494, 0.16261621385389718, 0.11705813036067832, 0.14220433716838257, 0.6094239201003544, 0.7190949739482276]","[0.016592041591942244, 0.01176142991528165, 0.0578451639750771, 0.13052700621970736, 0.6054087468530923, 0.7190949739482276, 1.0000000000000018]","[True, False, True, True, True]","[False, True, True, True, True, True]",False,False,6.0,-140.16666666666666,112.5991415005757,-275.0,-233.5,-131.0,-47.25,-17.0,5.0,31.4,129.62175743292482,-46.0,-46.0,-30.0,21.0,258.0,0,0,0,0,0.060691341790215424,0,0.04284201755050454,0,0.04826032357582559,0,0.014216400787110322,0,0.2652524414315892
vodafone;italy;roman catholic church;michelangelo;sistine chapel ceiling,vodafone,sistine chapel ceiling,4,4,1,0,1,2,0,2,3,"[0.028023947836949073, 0.09187618158126658, 0.09575498370414302, 0.557665098973817]","[0.005968425921714469, 0.03559004089226357, 0.13101573840751335, 0.557665098973817, 1.0000000000000016]","[True, True, True]","[True, True, True, True]",True,True,4.0,-265.75,282.68401086725794,-637.0,-407.5,-206.5,-64.75,-13.0,3.0,208.0,123.70529495538985,69.0,159.0,249.0,277.5,306.0,0,0,0,0,0.08630932486712056,0,0.10069859642915305,0,0.06882898228844818,1,0.14149649689678653,1,0.6826473681465393
special relativity;energy;transport;london;palace of westminster;parliament of the united kingdom;prime minister of the united kingdom;gordon brown,special relativity,gordon brown,7,4,1,3,2,2,0,1,5,"[0.17993946255156346, 0.1442877870214223, 0.08662966206378453, 0.16236278996331346, 0.41432495535198455, 0.33321108692685225, 0.15275321334870015]","[0.010945747687086395, 0.025783277999188958, 0.04750329635157109, 0.05316596481539612, 0.05596671589066807, 0.08352349296944434, 0.15275321334870015, 1.000000000000002]","[False, False, True, True, False, False]","[True, True, True, True, True, True, True]",False,True,7.0,-174.42857142857142,196.10699217761817,-615.0,-125.5,-111.0,-98.5,-47.0,6.0,8.333333333333334,311.31056305025476,-495.0,-20.0,10.0,55.75,484.0,0,0,0,0,0.04743564303143483,0,0.04157065515067661,0,0.04056619682157602,0,0.0038497642832282615,1,0.10723352277229725
cpu cache;central processing unit;volt;action potential;animal;chordate;mammal;platypus,cpu cache,platypus,7,4,1,0,2,3,2,1,1,"[0.15199172387043852, 0.02766286459285111, 0.13815891651165288, 0.028643959853625365, 0.1141253798524901, 0.09170303841856253, 0.13345411785497982]","[0.005588175686210295, 0.013301148685665263, 0.013171071737706498, 0.010951274373193312, 0.034343017886438815, 0.01675079656481447, 0.13345411785497982, 1.0000000000000024]","[False, True, False, True, False, True]","[True, False, False, True, False, True, True]",False,False,7.0,-170.14285714285714,195.26172911541795,-502.0,-285.0,-48.0,-28.5,-14.0,6.0,-3.8333333333333335,247.97049555676313,-488.0,-0.75,77.5,152.0,160.0,0,0,0,0,0.04837535447741624,0,0.05352006016652877,0,0.027102591705794512,0,0.00577870441703598,0,0.10724937608372953
visual arts;film;sound;music;musical instrument;clarinet;bassoon,visual arts,bassoon,6,4,1,4,0,3,0,0,5,"[0.09289453500624181, 0.05991435228411705, 0.06581091050574377, 0.11652589303264341, 0.16199098744806634, 0.1424873499970056]","[0.017463705689658778, 0.017825144604648284, 0.02110089553833207, 0.051990000968520106, 0.13201801907849647, 0.1424873499970056, 1.0000000000000067]","[False, True, True, True, False]","[True, True, True, True, True, True]",False,True,6.0,-70.16666666666667,50.72047581269981,-153.0,-94.0,-61.0,-31.75,-19.0,5.0,26.8,55.21503418454072,-50.0,6.0,32.0,45.0,101.0,1,0,0,1,0.06259866938687587,0,0.052615842731921436,0,0.04522290143637024,0,0.018184537376662355,1,0.25988731178199526
fresh water;fish;vertebrate;animal;bird;owl;eurasian eagle owl,fresh water,eurasian eagle owl,6,4,1,1,1,2,2,1,1,"[0.16395532223984266, 0.22727365730066645, 0.08063118234257143, 0.06409316059672879, 0.13556568582555217, 0.633294913022245]","[0.01260222619502414, 0.021271762123468062, 0.02389200286755699, 0.020653226368019393, 0.1674606645252583, 0.633294913022245, 0.9999999999999986]","[True, False, False, True, True]","[True, True, False, True, True, True]",False,False,6.0,-181.83333333333337,178.29124113838756,-503.0,-236.75,-116.5,-63.75,-32.0,5.0,24.6,272.56155268122467,-444.0,46.0,96.0,186.0,239.0,0,0,0,0,0.06030984748348792,0,0.05480405924711651,0,0.03544268707869521,0,0.015899576238286733,0,0.25971131825390226
canaletto;impressionism;italy;time zone;earth,canaletto,african great lakes,4,4,0,2,0,2,0,1,4,"[0.07108867578852511, 0.023722075505966955, 0.05517667077641395, 0.08062927525852513]","[0.009806613611009325, 0.0176995660275356, 0.06298731040335356, 0.08062927525852513, 0.9999999999999999]","[False, True, True]","[True, True, True, True]",False,True,4.0,-332.75,232.56164057442203,-568.0,-467.5,-370.0,-235.25,-23.0,3.0,-94.33333333333331,390.30031172589827,-545.0,-208.5,128.0,131.0,134.0,0,0,0,0,0.10755575205495546,0,0.10551783006399104,0,0.07524571704074759,0,0.18772888976089133,1,0.7659862240980091
swift;france;united kingdom;london;buckingham palace,swift,london sewerage system,4,4,0,1,1,1,2,0,4,"[0.006312457039842919, 0.21402039732604736, 0.25594756589287465, 0.09330969219382931]","[0.004213589316947732, 0.030560177345741284, 0.11320286579693074, 0.09330969219382931, 1.0000000000000007]","[True, True, False]","[True, True, False, True]",False,False,4.0,-725.75,419.5309881284099,-1055.0,-990.5,-861.0,-596.25,-126.0,3.0,281.0,356.9635835768125,-86.0,108.0,302.0,464.5,627.0,0,0,0,0,0.09286124299805151,0,0.08313192595818418,0,0.16357474029680358,0,0.2201386598876088,0,0.7649620252387614
atlantic slave trade;continent;ice age;carboniferous;permian;dinosaur,atlantic slave trade,pterosaur,5,4,0,1,1,2,2,0,5,"[0.07781422951722225, 0.10094565978698189, 0.05482403409586224, 0.1847475676898379, 0.06450480821351584]","[0.019917114157665367, 0.0359563973795876, 0.04804610750287896, 0.044841276731493754, 0.06450480821351584, 0.9999999999999966]","[True, False, True, False]","[True, True, False, True, True]",False,False,5.0,-94.2,40.47468344533407,-126.0,-126.0,-119.0,-52.0,-48.0,4.0,-1.75,62.21669122242573,-78.0,-24.75,-1.5,21.5,74.0,0,0,0,0,0.07844984088219877,0,0.059075501812931815,0,0.054895305222643805,0,0.04962128708074385,0,0.4573129554587004
samarium;france;united states;minnesota;boundary waters canoe area wilderness,samarium,boundary waters canoe area wilderness,4,4,1,2,1,1,1,0,4,"[0.02087984127112776, 0.25885041069879217, 0.15573618963360564, 0.18731549935082467]","[0.004152684803415403, 0.03366317017338277, 0.06069558370391258, 0.18731549935082467, 1.0000000000000013]","[True, False, True]","[True, True, True, True]",False,True,4.0,-754.75,699.7063074366749,-1634.0,-1140.5,-662.0,-276.25,-61.0,3.0,305.0,972.124991963482,-658.0,-185.5,287.0,786.5,1286.0,0,0,0,0,0.06838909993293571,0,0.04523724729126947,0,0.07819527325315596,0,0.0827147049300575,1,0.7765681615108065
cultivar;latin;science;chemistry;periodic table;dmitri mendeleev,cultivar,dmitri mendeleev,5,4,1,1,2,0,3,0,3,"[0.030050907244327525, 0.06425253347344415, 0.12308299063279333, 0.22399737325706182, 0.44864786275786106]","[0.005525661512398879, 0.014869535831716999, 0.057960216778642756, 0.16332413450062677, 0.44864786275786106, 1.0000000000000024]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-204.6,134.87512743274797,-444.0,-162.0,-157.0,-141.0,-119.0,4.0,75.75,141.56358995165388,-38.0,2.5,29.5,102.75,282.0,0,1,0,0,0.07657685567199954,1,0.08344103627602413,0,0.07773623379622227,1,0.055838239134301915,1,0.3616071062585754
weed;dandelion;british isles;atlantic ocean;greek mythology;ancient greece;plato,weed,plato,6,4,1,1,0,1,4,1,4,"[0.14236440838771824, 0.02180067978517008, 0.14294579324589768, 0.02214108948313698, 0.2228840004716669, 0.09236848930045513]","[0.004475215703556215, 0.0072157287205426805, 0.01865934315950048, 0.00923952837365087, 0.10536795197778608, 0.09236848930045513, 1.0000000000000038]","[False, True, False, True, False]","[True, True, False, True, False, True]",False,False,6.0,-162.33333333333334,109.89752802800736,-327.0,-210.25,-166.0,-103.0,-8.0,5.0,-26.2,144.5396139471806,-236.0,-83.0,-23.0,77.0,134.0,0,1,0,0,0.06540493982239272,1,0.04635094203839839,0,0.04838562747907368,0,0.01793908967730184,0,0.2761080156266396
channel islands;france;indian ocean;india;indian standard time;british east india company,channel islands,economy of india,5,4,0,0,1,5,0,0,4,"[0.0993118245928266, 0.10551139682500281, 0.3508654911510324, 0.24871360242731277, 0.1547120643072186]","[0.04586213959714049, 0.09278525773008897, 0.17639150774124498, 0.3441818585650441, 0.1547120643072186, 1.0000000000000004]","[True, True, False, False]","[True, True, True, False, True]",False,False,5.0,-405.2,412.2489539101342,-990.0,-684.0,-202.0,-94.0,-56.0,4.0,233.5,572.9232060232855,-482.0,-92.0,314.0,639.5,788.0,0,0,0,0,0.05993695573802376,0,0.07935402663084193,0,0.050426486260110336,0,0.04711759021290718,0,0.412831090186889
momentum;albert einstein;brazil;south america;panama canal,momentum,panama canal,4,4,1,2,1,1,1,0,3,"[0.03284932861262251, 0.016571090792817808, 0.31008750953035497, 0.09455681111745398]","[0.005307740793294485, 0.012383039058855872, 0.028472798235556842, 0.09455681111745398, 1.0000000000000036]","[False, True, False]","[True, True, True, True]",False,True,4.0,-223.5,128.7206277175496,-346.0,-328.0,-226.0,-121.5,-96.0,3.0,-11.333333333333334,223.1083443830224,-250.0,-113.0,24.0,108.0,192.0,0,0,0,0,0.09517584714895844,0,0.081516683116593,0,0.0701785951202133,0,0.138659078657017,1,0.6465159393624813
armia krajowa;world war ii;nuclear weapon;uranium;chemical element;periodic table;list of elements by name;iridium,armia krajowa,iridium,7,4,1,1,3,3,0,1,4,"[0.19686923728513347, 0.1343738010432378, 0.15344434515851949, 0.0780981914898896, 0.42318001982105063, 0.34389940827765375, 0.10900469661431918]","[0.004813286905157781, 0.013521531786296594, 0.013554886234878839, 0.0406938934345662, 0.10056952218107952, 0.10310509113873756, 0.10900469661431918, 1.0000000000000007]","[False, True, False, True, False, False]","[True, True, True, True, True, True, True]",False,True,7.0,-252.71428571428572,230.27209578070483,-763.0,-221.0,-187.0,-139.0,-99.0,6.0,104.5,247.5534285765398,-110.0,-54.75,68.0,109.75,573.0,0,0,0,0,0.042620693493375855,0,0.052227841267613886,0,0.06063420556781835,0,0.004720870271543397,1,0.07882038308611894
corrosion;atom;sugar;europe;united kingdom;archbishop of canterbury;york;john sentamu,corrosion,john sentamu,7,4,1,1,0,1,5,1,4,"[0.07220113802599691, 0.023675906729763028, 0.03458298012858277, 0.2417890222080024, 0.12130204377894052, 0.08523562537463644, 0.19584387856097796]","[0.00538495066410173, 0.004974114456951098, 0.005576204094546724, 0.018608747232880828, 0.06610405349372649, 0.28886334566150385, 0.19584387856097796, 0.9999999999999993]","[False, True, True, False, False, True]","[False, True, True, True, True, False, True]",False,False,7.0,-377.7142857142857,470.4702308278794,-1129.0,-610.0,-120.0,-79.5,-16.0,6.0,14.0,565.2206648734634,-864.0,-113.75,11.5,143.5,893.0,0,1,0,0,0.043062840159332275,1,0.05036594234023937,0,0.03373835113399748,0,0.0023376264103120163,0,0.07885729848324831
achilles tendon;achilles;ethiopia;horn of africa;black rhinoceros;namibia;angola,achilles tendon,ivory,6,4,0,6,0,0,1,0,3,"[0.4789700473306632, 0.011361904057184973, 0.23808348796086873, 0.11015404130879199, 0.07051106880804994, 0.14404367012270297]","[0.00307318207860106, 0.005107134249931965, 0.0832016651161187, 0.035803772332925976, 0.03150553734590079, 0.14404367012270297, 0.9999999999999991]","[False, True, False, False, True]","[True, True, False, False, True, True]",False,False,6.0,-92.83333333333331,58.08757755894686,-155.0,-136.75,-106.5,-47.75,-14.0,5.0,-21.4,92.14553705958852,-141.0,-59.0,-29.0,13.0,109.0,1,0,0,1,0.06371757620532656,0,0.044294557059368925,0,0.04469587108615801,0,0.01643649254626262,0,0.27546651835745445
lagos;europe;russia;sputnik 1;sputnik 2,lagos,sputnik 2,4,4,1,0,2,1,1,1,5,"[0.02232918580640918, 0.2850980740633511, 0.07027069562116826, 0.5900574326154175]","[0.0034995925929835418, 0.012243992600297536, 0.04120907059002848, 0.5900574326154175, 0.9999999999999973]","[True, False, True]","[True, True, True, True]",False,True,4.0,-439.5,443.60229936284145,-944.0,-743.75,-395.5,-91.25,-23.0,3.0,307.0,238.5288242540092,91.0,179.0,267.0,415.0,563.0,0,0,0,0,0.07369761644618279,0,0.06664924706091106,0,0.06576818254854201,0,0.10334602407989099,1,0.7007147108487402
wrestling;kangaroo;rabies;brain;cerebellum;eye;lens (anatomy),wrestling,lens (anatomy),6,4,1,2,1,2,1,1,0,"[0.022392349435405152, 0.03777581256546157, 0.0830025558065193, 0.20587794435604173, 0.09033408781957447, 0.3421465989642995]","[0.0043192549456787105, 0.008311720022863806, 0.011032570985151025, 0.02297721614262386, 0.02130180910804998, 0.3421465989642995, 0.9999999999999987]","[True, True, True, False, True]","[True, True, True, False, True, True]",False,False,6.0,-52.166666666666664,21.169947252335483,-81.0,-68.0,-48.0,-34.75,-31.0,5.0,-1.2,31.60221511223541,-47.0,-12.0,-3.0,22.0,34.0,0,0,0,0,0.06440079865339866,0,0.05320922749173609,0,0.045133943292287745,0,0.019522537744031614,0,0.24977307432201412
chew valley;england;europe;italy;bologna,chew valley,war of the league of cambrai,4,4,0,1,0,3,1,0,4,"[0.10300003531012203, 0.1743883890099941, 0.23556807335006139, 0.19896216554842824]","[0.02849004934204872, 0.0582561430335413, 0.07569591776827468, 0.19896216554842824, 1.0000000000000013]","[True, True, False]","[True, True, True, True]",False,True,4.0,-677.5,414.9831321873216,-1103.0,-868.25,-748.5,-557.75,-110.0,3.0,226.66666666666663,478.04846337304895,-313.0,41.5,396.0,496.5,597.0,0,0,0,0,0.0958817229825856,0,0.12257093079106243,0,0.14706647294996333,0,0.2540602461302166,1,0.7698390547698248
modernist poetry in english;latin;science;chemistry;periodic table;terbium,modernist poetry in english,terbium,5,4,1,2,1,2,0,1,4,"[0.06210538966233543, 0.06425253347344415, 0.12308299063279333, 0.22399737325706182, 0.14985538878719823]","[0.007397489735870882, 0.010635523326787457, 0.012716915812453215, 0.05644896664142421, 0.14985538878719823, 0.9999999999999988]","[True, True, True, False]","[True, True, True, True, True]",False,True,5.0,-213.8,156.4343312703449,-492.0,-162.0,-157.0,-139.0,-119.0,4.0,88.25,164.6863179906981,-38.0,4.0,30.5,114.75,330.0,0,0,0,0,0.07587373574515585,0,0.08280451484498612,0,0.0791704274732948,0,0.05380025798530157,1,0.36190128895806783
jackanory;england;europe;monaco;formula one;monaco grand prix,jackanory,monaco grand prix,5,4,1,3,1,0,1,1,4,"[0.022606807571565142, 0.1743883890099941, 0.11391448785768539, 0.05438196529230478, 0.3743398829187185]","[0.012977330596027351, 0.02500717369290392, 0.07572668057963781, 0.6774346315198283, 0.3743398829187185, 0.9999999999999993]","[True, False, False, True]","[True, True, True, False, True]",False,False,5.0,-439.2,466.907057132359,-1103.0,-753.0,-209.0,-83.0,-48.0,4.0,167.5,528.096266476735,-350.0,-113.75,63.0,344.25,894.0,1,0,0,1,0.06367646339346468,0,0.0677702495512638,0,0.05991714046713096,0,0.028268925480543244,0,0.35506328803110515
ho chi minh city;united states;television;film;animation;the lion king,ho chi minh city,the lion king,5,4,1,0,1,1,2,2,5,"[0.0814651430700687, 0.06616390345677403, 0.1588482733601337, 0.3288786045253524, 0.09326579797313383]","[0.007170239987812572, 0.027444302248325277, 0.0343616884128184, 0.15302796191567672, 0.09326579797313383, 0.9999999999999987]","[False, True, True, False]","[True, True, True, False, True]",False,False,5.0,-445.0,650.9397053491207,-1567.0,-450.0,-159.0,-41.0,-8.0,4.0,389.75,496.5758585889303,33.0,96.75,204.5,497.5,1117.0,0,0,0,0,0.05997042995752329,0,0.08381042803067817,0,0.08685592289456184,0,0.029545441723425915,0,0.3816687351719966
