path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top
battle of jutland;north sea;english channel;ancient rome,battle of jutland,cosmic inflation,3,4,0,2,0,0,1,1,2,"[0.04320643534046464, 0.1997878881851834, 0.03819021131633834]","[0.02540670935954358, 0.024074271029023514, 0.03819021131633834, 1.0000000000000007]","[True, False]","[False, True, True]",False,False,3.0,-121.33333333333331,78.54510381515409,-212.0,-145.0,-78.0,-76.0,-74.0,2.0,-69.0,91.92388155425118,-134.0,-101.5,-69.0,-36.5,-4.0,1,0,0,1,0.13628504894881485
snow;electricity;physics;mathematics;game theory;ultimatum game,snow,ultimatum game,5,4,1,3,0,0,2,1,4,"[0.022507971737222795, 0.1515114472623169, 0.16053298551507866, 0.09892805683562733, 0.41454005005989314]","[0.01015797809291192, 0.012556831813598793, 0.03391570463789098, 0.02229703829072517, 0.41454005005989314, 0.9999999999999988]","[True, True, False, True]","[True, True, False, True, True]",False,False,5.0,-130.6,88.29949037225526,-256.0,-164.0,-132.0,-78.0,-23.0,4.0,27.25,117.2273432267404,-92.0,-47.0,11.5,85.75,178.0,1,0,0,1,0.07992849330119525
booby;fossil;mineral;chemical element;periodic table;ununhexium,booby,ununhexium,5,4,1,2,1,1,2,0,4,"[0.06084999053026047, 0.07714239244005844, 0.10098378049744097, 0.42318001982105063, 0.2446452269047572]","[0.0028270790794132908, 0.014100325999749391, 0.03751080839383898, 0.2415152771530093, 0.2446452269047572, 0.9999999999999994]","[True, True, True, False]","[True, True, True, True, True]",False,True,5.0,-146.4,15.192103211866357,-173.0,-143.0,-142.0,-139.0,-135.0,4.0,-1.0,25.36401650632907,-30.0,-13.5,-2.5,10.0,31.0,0,0,0,0,0.07991090096117254
united states senate;suffrage;pope;20th century;birth control;microscope;eye;cornea,united states senate,cornea,7,4,1,4,2,0,1,1,5,"[0.12377336327702207, 0.06195552456498668, 0.029297677280376928, 0.057288366419862395, 0.019068193007833256, 0.06770779828650758, 0.2675166312449202]","[0.006352670629837317, 0.003088481737458077, 0.004441238633377815, 0.009855321833359316, 0.010660179217866406, 0.023580580529952794, 0.2675166312449202, 1.0000000000000018]","[False, False, True, False, True, True]","[False, True, True, True, True, True, True]",False,False,7.0,-107.85714285714286,104.01350644896807,-335.0,-108.5,-64.0,-48.0,-43.0,6.0,0.3333333333333333,148.68983377039154,-228.0,-49.75,4.0,49.5,225.0,1,0,0,1,0.04792518053079486
hello garci scandal;philippines;mexico;latin america;trinidad and tobago;tobacco;tobacco smoking;lung cancer,hello garci scandal,lung cancer,7,4,1,2,2,2,0,2,4,"[0.16225516784619368, 0.1619292198045994, 0.29931813136596996, 0.1334265911038847, 0.0222407144717739, 0.47949076402677915, 0.32858373059607204]","[0.01080176723825821, 0.013927016308060647, 0.02260429773540729, 0.017265926905888546, 0.010344988416343692, 0.0841643570954465, 0.32858373059607204, 1.0000000000000007]","[False, True, False, False, True, False]","[True, True, False, False, True, True, True]",False,False,7.0,-147.28571428571428,87.81745135168045,-320.0,-172.0,-127.0,-89.5,-61.0,6.0,18.5,95.50863835276893,-148.0,12.25,28.0,43.0,148.0,0,0,0,0,0.047938707316304195
stockholm;sweden;tennis;davis cup;fed cup,stockholm,fed cup,4,4,1,3,0,1,1,0,4,"[0.16572597440632594, 0.05086103769568555, 0.1082553830009928, 0.7318944327123712]","[0.010629382901895329, 0.03770508666307608, 0.08210912099148977, 0.7318944327123712, 0.9999999999999993]","[False, True, True]","[True, True, True, True]",False,True,4.0,-147.75,122.54896980391143,-311.0,-207.5,-113.5,-53.75,-53.0,3.0,85.66666666666667,75.59320957158344,-1.0,59.5,120.0,129.0,138.0,1,0,0,1,0.09449904909797263
gaza strip;israel;jew;christianity;jesus,gaza strip,kite (bird),4,4,0,1,0,2,2,0,4,"[0.4472165049439394, 0.4105868681720338, 0.11055839445229335, 0.4779450275366776]","[0.016553582078484227, 0.054889522832195656, 0.07711238300719152, 0.4779450275366776, 0.9999999999999987]","[False, False, True]","[True, True, True, True]",False,True,4.0,-321.5,132.65870997915414,-435.0,-429.0,-344.0,-236.5,-163.0,3.0,32.666666666666664,220.03939041301976,-174.0,-83.0,8.0,136.0,264.0,0,0,0,0,0.09442956134257198
pope pius xii;italy;ancient greece;olive oil,pope pius xii,list of vegetable oils,3,4,0,2,0,1,1,0,2,"[0.08106829631768908, 0.10589677629550164, 0.06510388099230836]","[0.011320702674840994, 0.05837030690649493, 0.06510388099230836, 1.0000000000000016]","[True, False]","[True, True, True]",False,True,3.0,-308.6666666666667,263.6462276106626,-598.0,-422.0,-246.0,-164.0,-82.0,2.0,258.0,132.93607486307093,164.0,211.0,258.0,305.0,352.0,1,0,0,1,0.11358636657817042
vietnam war;australia;mammal;bird,vietnam war,whooping crane,3,4,0,1,0,2,0,1,3,"[0.07175560666250863, 0.03320123869922287, 0.11118409989828063]","[0.01804161382789439, 0.03188322743936157, 0.11118409989828063, 1.0000000000000004]","[False, True]","[True, True, True]",False,True,3.0,-384.0,180.15826375717543,-592.0,-437.5,-283.0,-280.0,-277.0,2.0,157.5,214.2533546995239,6.0,81.75,157.5,233.25,309.0,0,0,0,0,0.11353350237287445
batman;chemistry;salt;almond;fruit;peanut,batman,peanut,5,4,1,4,0,1,0,1,2,"[0.009190633617316353, 0.08582075159020915, 0.0381804569856146, 0.07237486031596017, 0.07199345356468828]","[0.004246270629303706, 0.011558357633183991, 0.00948437435836331, 0.05131019031376247, 0.07199345356468828, 1.0000000000000007]","[True, False, True, False]","[True, False, True, True, True]",False,False,5.0,-89.4,42.16989447461305,-140.0,-123.0,-85.0,-60.0,-39.0,4.0,6.25,91.18616488627354,-101.0,-53.75,21.0,81.0,84.0,1,0,0,1,0.08069665057338772
